plugin,formid,editor_id,name,archetype,actor_value,magic_skill,resist_value,cast_type,target_type,flags,modding_read,validation
Dragonborn.esm,Dragonborn.esm:019618,DLC2DetectAshSourceConcFF,,DetectLife,None,Alteration,None,Concentration,Self,"Recover, NoHitEvent, NoDuration, FXPersist, NoRecast, PowerAffectsMagnitude, Painless",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01961B,DLC2DetectAshSourceScriptEffect,,Script,None,Alteration,None,ConstantEffect,Self,NoMagnitude,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01961E,DLC2DetectAshSourceSelfFF,,DetectLife,None,Alteration,None,FireAndForget,Self,"Recover, NoHitEvent, FXPersist, HideInUI, NoRecast, PowerAffectsMagnitude, Painless, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0285C0,DLC2DisDamage1and2Handed,,DualValueModifier,OneHandedModifier,Restoration,None,ConstantEffect,Touch,"Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:01FF2C,DLC2DisDamageCarryWeight,,PeakValueModifier,CarryWeight,None,None,ConstantEffect,Touch,"Recover, Detrimental, NoDuration, NoArea, PowerAffectsDuration",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:01DF90,DLC2DragonAspectArmsEffect01,,PeakValueModifier,DamageResist,None,None,FireAndForget,Self,"Recover, NoArea, FXPersist, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:021730,DLC2DragonAspectArmsEffect02,,PeakValueModifier,DamageResist,None,None,FireAndForget,Self,"Recover, NoArea, FXPersist, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:021731,DLC2DragonAspectArmsEffect03,,PeakValueModifier,DamageResist,None,None,FireAndForget,Self,"Recover, NoArea, FXPersist, PowerAffectsDuration",reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:01DF97,DLC2DragonAspectBody01Effect,,PeakValueModifier,DamageResist,None,None,FireAndForget,Self,"Recover, NoArea, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:01DF98,DLC2DragonAspectBody02Effect,,DualValueModifier,ResistFire,None,None,FireAndForget,Self,"Recover, NoArea, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:01DF9A,DLC2DragonAspectHeadEffect,,PeakValueModifier,ShoutRecoveryMult,None,None,FireAndForget,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:036683,DLC2dunAcolyteMaskFireBoostEnchEffect,,Script,None,None,None,ConstantEffect,Self,NoMagnitude,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:036684,DLC2dunAcolyteMaskFrostBoostEnchEffect,,Script,None,None,None,ConstantEffect,Self,NoMagnitude,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:036682,DLC2dunAcolyteMaskShockBoostEnchEffect,,Script,None,None,None,ConstantEffect,Self,NoMagnitude,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:038ADE,DLC2dunFahlbtharzSteamBreathEffect,,ValueModifier,Health,Destruction,ResistFire,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:03B00E,DLC2dunFahlbtharzSteamBreathPowerEffect,,Script,None,None,None,FireAndForget,Self,"NoRecast, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:03B00F,DLC2dunFahlbtharzSteamBreathStaminaEffect,,PeakValueModifier,Stamina,None,None,FireAndForget,Self,"Detrimental, HideInUI, NoRecast, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:035B26,DLC2dunFrostmoonRingBloodlustEnchEffect,,Script,None,None,None,ConstantEffect,Self,NoMagnitude,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:035B1D,DLC2dunFrostmoonRingHuntRegenEffect,,PeakValueModifier,HealRateMult,None,None,ConstantEffect,Self,"Recover, NoArea, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:035B27,DLC2dunFrostmoonRingHuntRegenEffect02,,PeakValueModifier,HealRate,None,None,ConstantEffect,Self,"Recover, NoArea, HideInUI, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:035B24,DLC2dunFrostmoonRingHuntRegenEnchEffect,,PeakValueModifier,HealRateMult,None,None,ConstantEffect,Self,NoMagnitude,reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:035B1C,DLC2dunFrostmoonRingInstinctSlowTimeEffect,,SlowTime,None,Alteration,None,FireAndForget,Self,"NoArea, NoRecast",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:035B21,DLC2dunFrostmoonRingInstinctSlowTimeEnchEffect,,Script,None,None,None,ConstantEffect,Self,NoMagnitude,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:035B20,DLC2dunFrostmoonRingMoonMagnifyHowlsEffect,,Script,None,None,None,ConstantEffect,Self,NoMagnitude,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:036618,DLC2dunFrostmoonWerewolfChangeFXEffect,,Script,None,None,None,FireAndForget,Self,"NoArea, NoRecast",curse/disease overlay,extracted
Dragonborn.esm,Dragonborn.esm:038053,DLC2dunHaknirScimitarDamageArmor,,ValueModifier,DamageResist,None,None,FireAndForget,Touch,"Hostile, Recover, Detrimental",reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:038054,DLC2dunHaknirScimitarDispelMagic,,ValueModifier,Health,None,None,FireAndForget,Touch,"Hostile, Detrimental, DispelWithKeywords",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0296BC,DLC2dunHighpointAshGuardianME,,Script,None,Conjuration,None,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:029698,DLC2dunInstrumentsAbFX,,Script,None,None,None,ConstantEffect,Self,"Recover, NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:029EE5,DLC2dunKarstaagAbFXIceWraith,,Script,None,None,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:029EE3,DLC2dunKarstaagConjureIceWraithEffect,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:034B58,DLC2dunKarstaagConjureIceWraithSummonedEffect,,SummonCreature,None,None,None,FireAndForget,Self,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:028237,DLC2dunKarstaagFrostCloakEffect,,DualValueModifier,Health,Destruction,ResistFrost,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:028235,DLC2dunKarstaagFrostCloakFFSelf,,Cloak,None,Destruction,ResistFrost,FireAndForget,Self,"DispelWithKeywords, NoArea, FXPersist, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:028247,DLC2dunKarstaagFrostDamageHazardArea40,,SpawnHazard,None,None,ResistFrost,FireAndForget,TargetActor,"NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:029EC9,DLC2dunKarstaagKnockbackEffect,,Script,None,Destruction,None,Concentration,Aimed,Hostile,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:03D58B,DLC2dunKolbjorn_EnchBlankEffect,,Script,None,None,None,ConstantEffect,Self,"NoDuration, NoMagnitude, NoArea, HideInUI, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:027323,DLC2dunKolbjornArmorEffect,,Script,None,None,None,ConstantEffect,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:027326,DLC2dunKolbjornArmorParalyzeEffectA,,Paralysis,Paralysis,Alteration,None,FireAndForget,Self,"Hostile, Recover, NoMagnitude, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:027327,DLC2dunKolbjornArmorParalyzeEffectB,,Stagger,None,Restoration,None,FireAndForget,Self,HideInUI,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:027331,DLC2dunKolbjornFortifyEnchanting,,PeakValueModifier,Enchanting,None,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, PowerAffectsMagnitude",reward/neglect magnitude reference,extracted
Dragonborn.esm,Dragonborn.esm:036686,DLC2dunKolbjornGauntletsEnchEffect,,Script,None,None,None,ConstantEffect,Self,NoMagnitude,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:036688,DLC2dunKolbjornHelmEnchEffect,,Script,None,None,None,ConstantEffect,Self,NoMagnitude,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01DBD5,DLC2dunKolbjornRalisKnockbackEffect,,Script,None,Destruction,None,FireAndForget,TargetActor,Hostile,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0373D5,DLC2dunKolbjornRalisPickaxeParalyze,,Paralysis,Paralysis,Destruction,None,FireAndForget,Touch,"Hostile, Recover, NoMagnitude, FXPersist",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01DBD8,DLC2dunKolbjornRalisRitualEffect,,Script,None,Restoration,ResistFire,FireAndForget,Self,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:02732A,DLC2dunKolbjornRingNecromancyAbilityEffect,,Script,None,None,None,ConstantEffect,Self,"NoDuration, NoMagnitude, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0373D4,DLC2dunRockshatterIceForm,,Paralysis,Paralysis,Destruction,None,FireAndForget,Aimed,"Hostile, Recover, NoMagnitude, FXPersist",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:02970C,DLC2dunSummonKarstaagEffect1Left,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:02970B,DLC2dunSummonKarstaagEffect2Left,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:024813,DLC2dunSummonKarstaagEffect3Left,,SummonCreature,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:025E14,DLC2dunSummonKarstaagFailEffect,,Script,None,None,None,FireAndForget,TargetLocation,"SnapToNavmesh, NoMagnitude, NoArea, FXPersist, PowerAffectsDuration, NoHitEffect",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0260E7,DLC2ElectrifiedWaterEffect,,ValueModifier,Health,Destruction,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:03570C,DLC2EnchAbsorbHealthFFContact50,,Absorb,Health,Destruction,ResistMagic,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:03570E,DLC2EnchAbsorbMagickaFFContact50,,Absorb,Magicka,Destruction,ResistMagic,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:03570F,DLC2EnchAbsorbStaminaFFContact50,,Absorb,Stamina,Destruction,ResistMagic,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:01E285,DLC2EnchDragonAbsorb,,PeakValueModifier,AbsorbChance,None,None,ConstantEffect,Self,Recover,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01E28A,DLC2EnchDragonAbsorbBoost,,PeakValueModifier,AbsorbChance,None,None,ConstantEffect,Self,"Recover, HideInUI",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01E289,DLC2EnchDragonAbsorbFake,,Script,None,None,None,ConstantEffect,Self,Recover,magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:02C46B,DLC2EnchFireDamageFFContact50,,ValueModifier,Health,Destruction,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, NoArea, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:02C46D,DLC2EnchFrostDamageFFContact50,,DualValueModifier,Health,Destruction,ResistFrost,FireAndForget,Touch,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0177BC,DLC2EnchInfluenceAggUpFFContact,,Frenzy,Aggression,Illusion,None,FireAndForget,Touch,"Hostile, Recover, Detrimental, DispelWithKeywords, NoArea, FXPersist, PowerAffectsMagnitude, Painless",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0177B3,DLC2EnchParalysisFFContact100,,Paralysis,Paralysis,Alteration,None,FireAndForget,Touch,"Hostile, Recover, NoMagnitude, FXPersist, PowerAffectsDuration",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01D74A,DLC2EnchPoisonRuneFFContact,,ValueModifier,Health,None,PoisonResist,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, Painless, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:030CCB,DLC2EnchReflectAttackConstantSelf,,Script,None,None,None,ConstantEffect,Self,"Recover, NoDuration, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:02C46C,DLC2EnchShockDamageFFContact50,,DualValueModifier,Health,Destruction,ResistShock,FireAndForget,Touch,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0145CD,DLC2ExpSpiderAlbinoScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0200CE,DLC2ExpSpidercrPoisonConcAimed,,ValueModifier,Health,Destruction,PoisonResist,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0322AB,DLC2ExpSpiderFireBombFFContact,,DualValueModifier,Health,Destruction,ResistFire,FireAndForget,Touch,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:019535,DLC2ExpSpiderFireBombScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0285C9,DLC2ExpSpiderFireBombScrollFFENEMY,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:01CAB5,DLC2ExpSpiderFireCloakAbArea,,Cloak,None,None,ResistFire,ConstantEffect,Self,"Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:01952D,DLC2ExpSpiderFireCloakingScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0285CD,DLC2ExpSpiderFireCloakingScrollFFENEMY,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:017076,DLC2ExpSpiderFireCloakMEffect,,Script,None,None,None,ConstantEffect,Self,"NoDuration, FXPersist",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:036DA2,DLC2ExpSpiderFireEnemyEFFdmgShow,,ValueModifier,Health,Destruction,ResistFire,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:036DA0,DLC2ExpSpiderFireEnemyEFFECT,,Cloak,None,None,ResistFire,ConstantEffect,Self,"Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:032295,DLC2ExpSpiderFireFriendSpitFFAimed,,DualValueModifier,Health,None,PoisonResist,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:014481,DLC2ExpSpiderFireJumpingScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0285D2,DLC2ExpSpiderFireJumpingScrollFFENEMY,,ValueModifier,Health,None,ResistFire,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:014485,DLC2ExpSpiderFireSpitFFAimed,,DualValueModifier,Health,None,PoisonResist,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:017079,DLC2ExpSpiderFireTrailMEffect,,Script,None,None,None,ConstantEffect,Self,"Recover, NoArea, PowerAffectsMagnitude",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0322A9,DLC2ExpSpiderFrostBombFFContact,,DualValueModifier,Health,Destruction,ResistFrost,FireAndForget,Touch,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0206D1,DLC2ExpSpiderFrostBombScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:026D4E,DLC2ExpSpiderFrostCloakAbArea,,Cloak,None,None,ResistFire,ConstantEffect,Self,"Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0206D7,DLC2ExpSpiderFrostCloakingScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0206DF,DLC2ExpSpiderFrostCloakMEffect,,Script,None,None,None,ConstantEffect,Self,"NoDuration, FXPersist",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:036DA5,DLC2ExpSpiderFrostEffdmgShow,,DualValueModifier,Health,Destruction,None,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:036DA3,DLC2ExpSpiderFrostEnemyEFFECT,,Cloak,None,None,ResistFire,ConstantEffect,Self,"Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:032298,DLC2ExpSpiderFrostFriendSpitFFAimed,,DualValueModifier,Health,None,PoisonResist,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0206D8,DLC2ExpSpiderFrostJumpingScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:026D54,DLC2ExpSpiderFrostSpitFFAimed,,DualValueModifier,Health,None,PoisonResist,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:027480,DLC2ExpSpiderGlowingMEffect,,Light,None,Alteration,None,FireAndForget,Self,"FXPersist, PowerAffectsDuration",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:027491,DLC2ExpSpiderGlowingScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01795E,DLC2ExpSpiderHumanZombieAbSelf,,Script,None,Illusion,None,ConstantEffect,Self,"Hostile, Recover, Detrimental, DispelWithKeywords, FXPersist, PowerAffectsMagnitude, Painless",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:02749E,DLC2ExpSpiderOilScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:0274A6,DLC2ExpSpiderPackmuleScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0322AF,DLC2ExpSpiderPoisonBombFFContact,,DualValueModifier,Health,Destruction,PoisonResist,FireAndForget,Touch,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:01707C,DLC2ExpSpiderPoisonBombScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01CAB8,DLC2ExpSpiderPoisonCloakAbArea,,Cloak,None,None,PoisonResist,ConstantEffect,Self,"Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:01CAB1,DLC2ExpSpiderPoisonCloakingScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01CAB3,DLC2ExpSpiderPoisonCloakMEffect,,Script,None,None,None,ConstantEffect,Self,"NoDuration, FXPersist",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:036DA8,DLC2ExpSpiderPoisonEnemyEFFdmgShow,,ValueModifier,Health,Destruction,PoisonResist,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:036DA6,DLC2ExpSpiderPoisonEnemyEFFECT,,Cloak,None,None,PoisonResist,ConstantEffect,Self,"Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:03229B,DLC2ExpSpiderPoisonFriendSpitFFAimed,,DualValueModifier,Health,None,PoisonResist,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:01445F,DLC2ExpSpiderPoisonJumpingScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:01444F,DLC2ExpSpiderPoisonSpitFFAimed,,DualValueModifier,Health,None,PoisonResist,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:0322AD,DLC2ExpSpiderShockBombFFContact,,DualValueModifier,Health,Destruction,ResistShock,FireAndForget,Touch,"Hostile, Detrimental, FXPersist, NoRecast, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:020962,DLC2ExpSpiderShockBombScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:026D67,DLC2ExpSpiderShockCloakAbArea,,Cloak,None,None,ResistShock,ConstantEffect,Self,"Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:020963,DLC2ExpSpiderShockCloakingScrollFF,,ValueModifier,Health,Destruction,None,FireAndForget,Aimed,"FXPersist, NoRecast, PowerAffectsMagnitude, NoDeathDispel",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:026D8E,DLC2ExpSpiderShockCloakMEffect,,Script,None,None,None,ConstantEffect,Self,"NoDuration, FXPersist",magic effect palette,extracted
Dragonborn.esm,Dragonborn.esm:036DAB,DLC2ExpSpiderShockEnemyEFFdmgShow,,DualValueModifier,Health,Destruction,ResistShock,Concentration,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:036DA9,DLC2ExpSpiderShockEnemyEFFECT,,Cloak,None,None,ResistShock,ConstantEffect,Self,"Detrimental, NoArea, FXPersist, HideInUI, PowerAffectsMagnitude",neglect/price effect reference,extracted
Dragonborn.esm,Dragonborn.esm:03229E,DLC2ExpSpiderShockFriendSpitFFAimed,,DualValueModifier,Health,None,PoisonResist,FireAndForget,Aimed,"Hostile, Detrimental, NoArea, FXPersist, HideInUI, NoRecast, PowerAffectsMagnitude, NoDeathDispel",neglect/price effect reference,extracted
