plugin,formid,editor_id,name,spell_type,cast_type,target_type,effects,modding_use,validation
Dawnguard.esm,Dawnguard.esm:0059A1,DLC1VampirePoisonTalons,,Spell,FireAndForget,Touch,DLC1VampirePoisonTalonFFContact (Dawnguard.esm:0059A2)|mag=5|area=0|dur=4,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:00BA54,DLC1VampireRaiseDeadLeftHand01,,Spell,FireAndForget,Aimed,DLC1ReanimateFFAimed25 (Dawnguard.esm:00D3C1)|mag=8|area=0|dur=60; ReanimateSecondayFFAimed (Skyrim.esm:0F52AB)|mag=0|area=0|dur=60,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:013EC8,DLC1VampireRaiseDeadLeftHand02,,Spell,FireAndForget,Aimed,DLC1ReanimateFFAimed25 (Dawnguard.esm:00D3C1)|mag=16|area=0|dur=60; ReanimateSecondayFFAimed (Skyrim.esm:0F52AB)|mag=0|area=0|dur=60,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:013EC9,DLC1VampireRaiseDeadLeftHand03,,Spell,FireAndForget,Aimed,DLC1ReanimateFFAimed25 (Dawnguard.esm:00D3C1)|mag=24|area=0|dur=60; ReanimateSecondayFFAimed (Skyrim.esm:0F52AB)|mag=0|area=0|dur=60,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:013ECA,DLC1VampireRaiseDeadLeftHand04,,Spell,FireAndForget,Aimed,DLC1ReanimateFFAimed25 (Dawnguard.esm:00D3C1)|mag=30|area=0|dur=60; ReanimateSecondayFFAimed (Skyrim.esm:0F52AB)|mag=0|area=0|dur=60,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:013ECB,DLC1VampireRaiseDeadLeftHand05,,Spell,FireAndForget,Aimed,DLC1ReanimateFFAimed25 (Dawnguard.esm:00D3C1)|mag=36|area=0|dur=60; ReanimateSecondayFFAimed (Skyrim.esm:0F52AB)|mag=0|area=0|dur=60,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0038B6,DLC1VampiresBane,,Spell,FireAndForget,Aimed,DLC1SunDamageFFAimedArea (Dawnguard.esm:00844B)|mag=40|area=15|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0038B7,DLC1VampiresGrip,,Spell,Concentration,Self,DLC1VampireGrabActorEffect (Dawnguard.esm:007EBD)|mag=1|area=0|dur=0; DLC1nVampireBloodyGripCloakEffect (Dawnguard.esm:00E7D7)|mag=15|area=0|dur=1,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:008E3D,DLC1VampireSleepRested,,Ability,ConstantEffect,Self,DLC1VampireSleepRestedEffect (Dawnguard.esm:008E3E)|mag=0|area=0|dur=0; AbResistMagic (Skyrim.esm:053124)|mag=10|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:007EB9,DLC1VampireUnequip,,Ability,ConstantEffect,Self,DLC1VampireUnequipEffect (Dawnguard.esm:007EBA)|mag=10|area=0|dur=432000,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:018243,DLC1VoiceDragonDrainVitality02,,Voice,FireAndForget,Aimed,DLC1DragonDrainVitalityHealthEffect (Dawnguard.esm:008449)|mag=1|area=15|dur=20; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.8|area=0|dur=0; DLC1ScriptAIEffect (Dawnguard.esm:008445)|mag=1|area=0|dur=45; DLC1DragonDrainVitalityMagickaEffect (Dawnguard.esm:008448)|mag=1|area=0|dur=20; DLC1DragonDrainVitalityStaminaEffect (Dawnguard.esm:00844A)|mag=1|area=0|dur=20,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0181B5,DLC1VoiceDragonDrainVitality03,,Voice,FireAndForget,Aimed,DLC1DragonDrainVitalityHealthEffect (Dawnguard.esm:008449)|mag=2|area=15|dur=20; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.8|area=0|dur=0; DLC1ScriptAIEffect (Dawnguard.esm:008445)|mag=1|area=0|dur=45; DLC1DragonDrainVitalityMagickaEffect (Dawnguard.esm:008448)|mag=2|area=0|dur=20; DLC1DragonDrainVitalityStaminaEffect (Dawnguard.esm:00844A)|mag=2|area=0|dur=20,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0181B4,DLC1VoiceDragonDrainVitality04,,Voice,FireAndForget,Aimed,DLC1DragonDrainVitalityHealthEffect (Dawnguard.esm:008449)|mag=3|area=15|dur=20; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.8|area=0|dur=0; DLC1ScriptAIEffect (Dawnguard.esm:008445)|mag=1|area=0|dur=45; DLC1DragonDrainVitalityMagickaEffect (Dawnguard.esm:008448)|mag=3|area=0|dur=20; DLC1DragonDrainVitalityStaminaEffect (Dawnguard.esm:00844A)|mag=3|area=0|dur=20,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0181B3,DLC1VoiceDragonDrainVitality05,,Voice,FireAndForget,Aimed,DLC1DragonDrainVitalityHealthEffect (Dawnguard.esm:008449)|mag=4|area=15|dur=20; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.8|area=0|dur=0; DLC1ScriptAIEffect (Dawnguard.esm:008445)|mag=1|area=0|dur=45; DLC1DragonDrainVitalityMagickaEffect (Dawnguard.esm:008448)|mag=4|area=0|dur=20; DLC1DragonDrainVitalityStaminaEffect (Dawnguard.esm:00844A)|mag=4|area=0|dur=20,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:008441,DLC1VoiceDragonDrainVitality06,,Voice,FireAndForget,Aimed,DLC1DragonDrainVitalityHealthEffect (Dawnguard.esm:008449)|mag=5|area=15|dur=20; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.8|area=0|dur=0; DLC1ScriptAIEffect (Dawnguard.esm:008445)|mag=1|area=0|dur=45; DLC1DragonDrainVitalityMagickaEffect (Dawnguard.esm:008448)|mag=5|area=0|dur=20; DLC1DragonDrainVitalityStaminaEffect (Dawnguard.esm:00844A)|mag=5|area=0|dur=20,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:00C5F7,DLC1VoiceDragonDrainVitality07,,Voice,FireAndForget,Aimed,DLC1DragonDrainVitalityHealthEffect (Dawnguard.esm:008449)|mag=7|area=15|dur=20; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.8|area=0|dur=0; DLC1ScriptAIEffect (Dawnguard.esm:008445)|mag=1|area=0|dur=45; DLC1DragonDrainVitalityMagickaEffect (Dawnguard.esm:008448)|mag=7|area=0|dur=20; DLC1DragonDrainVitalityStaminaEffect (Dawnguard.esm:00844A)|mag=7|area=0|dur=20,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:008435,DLC1VoiceDragonFire06,,Voice,Concentration,Aimed,VoiceDragonFireBreathEffect1 (Skyrim.esm:0252C1)|mag=100|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:00C5F6,DLC1VoiceDragonFire07,,Voice,Concentration,Aimed,VoiceDragonFireBreathEffect1 (Skyrim.esm:0252C1)|mag=125|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:008436,DLC1VoiceDragonFireBall06,,Voice,FireAndForget,Aimed,VoiceDragonFireballEffect1 (Skyrim.esm:0F80FC)|mag=250|area=15|dur=0,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:008437,DLC1VoiceDragonFrost06,,Voice,Concentration,Aimed,VoiceDragonFrostBreathEffect1 (Skyrim.esm:0549B4)|mag=125|area=0|dur=1; FrostSlowConcAimed (Skyrim.esm:0B729D)|mag=50|area=0|dur=5,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:00C5F8,DLC1VoiceDragonFrost07,,Voice,Concentration,Aimed,VoiceDragonFrostBreathEffect1 (Skyrim.esm:0549B4)|mag=150|area=0|dur=1; FrostSlowConcAimed (Skyrim.esm:0B729D)|mag=50|area=0|dur=5,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:008438,DLC1VoiceDragonFrostBall06,,Voice,FireAndForget,Aimed,VoiceDragonFrostIceStormEffect (Skyrim.esm:0DD605)|mag=250|area=15|dur=1,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:008A61,DLC1VoiceDrainVitality1,,Voice,FireAndForget,Aimed,DLC1DragonDrainVitalityStaminaEffect (Dawnguard.esm:00844A)|mag=5|area=0|dur=30; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.8|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:008A5F,DLC1VoiceDrainVitality2,,Voice,FireAndForget,Aimed,DLC1DragonDrainVitalityStaminaEffect (Dawnguard.esm:00844A)|mag=5|area=0|dur=30; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.8|area=0|dur=0; DLC1DragonDrainVitalityMagickaEffect (Dawnguard.esm:008448)|mag=5|area=0|dur=30,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:008A5E,DLC1VoiceDrainVitality3,,Voice,FireAndForget,Aimed,DLC1DragonDrainVitalityHealthEffect (Dawnguard.esm:008449)|mag=5|area=0|dur=30; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=0.8|area=0|dur=0; DLC1DragonDrainVitalityStaminaEffect (Dawnguard.esm:00844A)|mag=5|area=0|dur=30; DLC1DragonDrainVitalityMagickaEffect (Dawnguard.esm:008448)|mag=5|area=0|dur=30,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:015716,DLC1VoiceSoulTear1,,Voice,FireAndForget,Aimed,DLC1VoiceSoulrendBlankHostile (Dawnguard.esm:015714)|mag=0.05|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:015715,DLC1VoiceSoulTear2,,Voice,FireAndForget,Aimed,DLC1VoiceSoulrendBlankHostile02 (Dawnguard.esm:01AA33)|mag=0.3|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0038BD,DLC1VoiceSoulTear3,,Voice,FireAndForget,Aimed,DLC01_SoulTearDamageFFAimed (Dawnguard.esm:007CB5)|mag=300|area=0|dur=0; DLC01_SoulTearTrapFFActor (Dawnguard.esm:007CB3)|mag=0|area=0|dur=2; DLC01_SoulTearWaitForDeathFX (Dawnguard.esm:016874)|mag=0|area=0|dur=15,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:01A166,DLC1VoiceUndeadSummon1,,Voice,FireAndForget,TargetLocation,DLC1VoiceUndeadSummonEffect1 (Dawnguard.esm:01A169)|mag=0|area=0|dur=60,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:01A167,DLC1VoiceUndeadSummon2,,Voice,FireAndForget,TargetLocation,DLC1VoiceUndeadSummonEffect1 (Dawnguard.esm:01A169)|mag=0|area=0|dur=60; DLC1VoiceUndeadSummonEffect2 (Dawnguard.esm:01A16D)|mag=0|area=0|dur=60,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:01A168,DLC1VoiceUndeadSummon3,,Voice,FireAndForget,TargetLocation,DLC1VoiceUndeadSummonEffect1 (Dawnguard.esm:01A169)|mag=0|area=0|dur=60; DLC1VoiceUndeadSummonEffect2 (Dawnguard.esm:01A16D)|mag=0|area=0|dur=60; DLC1VoiceUndeadSummonEffect3 (Dawnguard.esm:01A16E)|mag=0|area=0|dur=60,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Dawnguard.esm:00BFEE,DLC1VQ05RaiseDeadShout,,Voice,FireAndForget,Self,DLC1VQ05RaiseDeadScriptEffect (Dawnguard.esm:00BFFA)|mag=1|area=0|dur=1,spell signal/effect candidate,candidate-extracted
Dawnguard.esm,Skyrim.esm:0CE217,HowlWerewolfDetectLife1,,Voice,FireAndForget,Self,HowlWerewolfDetectLifeEffect1 (Skyrim.esm:0CF789)|mag=20|area=100|dur=60; DLC1HowlWerewolfDetectLife1 (Dawnguard.esm:00BA51)|mag=20|area=150|dur=60; DLC1HowlWerewolfDetectLifeCombat1 (Dawnguard.esm:018C53)|mag=20|area=150|dur=60; DLC1HowlWerewolfDetectLifeSearching1 (Dawnguard.esm:018C56)|mag=20|area=150|dur=60,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0CF78D,HowlWerewolfDetectLife2,,Voice,FireAndForget,Self,HowlWerewolfDetectLifeEffect2 (Skyrim.esm:0CF78A)|mag=20|area=200|dur=120; DLC1HowlWerewolfDetectLife2 (Dawnguard.esm:018C55)|mag=20|area=275|dur=120; DLC1HowlWerewolfDetectLifeCombat2 (Dawnguard.esm:018C57)|mag=20|area=275|dur=120; DLC1HowlWerewolfDetectLifeSearching2 (Dawnguard.esm:018C58)|mag=20|area=275|dur=120,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0CF78C,HowlWerewolfDetectLife3,,Voice,FireAndForget,Self,HowlWerewolfDetectLifeEffect3 (Skyrim.esm:0CF78B)|mag=20|area=300|dur=180; DLC1HowlWerewolfDetectLifeCombat3 (Dawnguard.esm:00BA53)|mag=20|area=400|dur=180; DLC1HowlWerewolfDetectLifeSearching3 (Dawnguard.esm:018C52)|mag=20|area=400|dur=180; DLC1HowlWerewolfDetectLife3 (Dawnguard.esm:018C54)|mag=20|area=400|dur=180,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0CF791,HowlWerewolfFear1,,Voice,FireAndForget,Self,HowlWerewolfFearEffect1 (Skyrim.esm:0CF796)|mag=20|area=75|dur=30; DLC1HowlWerewolfFearEffect1 (Dawnguard.esm:015FD2)|mag=30|area=75|dur=30,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0CF792,HowlWerewolfFear2,,Voice,FireAndForget,Self,HowlWerewolfFearEffect2 (Skyrim.esm:0CF797)|mag=20|area=150|dur=30; DLC1HowlWerewolfFearEffect2 (Dawnguard.esm:015FD1)|mag=30|area=150|dur=30,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0CF793,HowlWerewolfFear3,,Voice,FireAndForget,Self,HowlWerewolfFearEffect3 (Skyrim.esm:0CF798)|mag=20|area=250|dur=30; DLC1HowlWerewolfFearEffect3 (Dawnguard.esm:015FD0)|mag=30|area=250|dur=30,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0CF79D,HowlWerewolfSummonWolves1,,Voice,FireAndForget,Self,HowlWerewolfSummonWolvesEffect1 (Skyrim.esm:0CF79C)|mag=0|area=75|dur=60; DLC1HowlWerewolfSummonIceWolvesEffect1 (Dawnguard.esm:008A66)|mag=0|area=75|dur=60; DLC1HowlWerewolfSummonWerewolvesEffect1 (Dawnguard.esm:008A69)|mag=0|area=75|dur=60,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0CF7A0,HowlWerewolfSummonWolves2,,Voice,FireAndForget,Self,HowlWerewolfSummonWolvesEffect2 (Skyrim.esm:0CF7A3)|mag=0|area=75|dur=0; DLC1HowlWerewolfSummonIceWolvesEffect2 (Dawnguard.esm:008A67)|mag=0|area=75|dur=0; DLC1HowlWerewolfSummonWerewolvesEffect2 (Dawnguard.esm:008A6A)|mag=0|area=75|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0CF7A1,HowlWerewolfSummonWolves3,,Voice,FireAndForget,Self,HowlWerewolfSummonWolvesEffect3 (Skyrim.esm:0CF7A4)|mag=0|area=75|dur=0; DLC1HowlWerewolfSummonIceWolvesEffect3 (Dawnguard.esm:008A68)|mag=0|area=75|dur=0; DLC1HowlWerewolfSummonWerewolvesEffect3 (Dawnguard.esm:008A6B)|mag=0|area=75|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:10F186,PlayerWerewolfLvl15AndBelowAbility,,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=5|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=10|area=0|dur=0; AbResistDamage (Skyrim.esm:0CAB90)|mag=50|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:10C6E9,PlayerWerewolfLvl20AndBelowAbility,,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=15|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0; AbResistDamage (Skyrim.esm:0CAB90)|mag=100|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:10F187,PlayerWerewolfLvl25AndBelowAbility,,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=25|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0; AbResistDamage (Skyrim.esm:0CAB90)|mag=150|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:10C6EA,PlayerWerewolfLvl30AndBelowAbility,,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=30|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0; AbResistDamage (Skyrim.esm:0CAB90)|mag=200|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:10F188,PlayerWerewolfLvl35AndBelowAbility,,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=35|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0; AbResistDamage (Skyrim.esm:0CAB90)|mag=250|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:10F189,PlayerWerewolfLvl40AndBelowAbility,,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=40|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0; AbResistDamage (Skyrim.esm:0CAB90)|mag=300|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:10F18A,PlayerWerewolfLvl45AndBelowAbility,,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=50|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0; AbResistDamage (Skyrim.esm:0CAB90)|mag=350|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:10C6EB,PlayerWerewolfLvl50AndOverAbility,,Ability,ConstantEffect,Self,AbFortifyUnarmedDamage (Skyrim.esm:0424E2)|mag=60|area=0|dur=0; WereFXFeedBloodHolder (Skyrim.esm:10F99E)|mag=100|area=0|dur=0; AbResistDamage (Skyrim.esm:0CAB90)|mag=400|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Dawnguard.esm:0037E9,TrapDiseaseSanguinareVampiris,,Disease,ConstantEffect,Touch,TrapDisDamageHealthVampire (Dawnguard.esm:0037EC)|mag=25|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0C4DE2,VampireCharm,,Power,FireAndForget,Aimed,InfluenceAggDownFFAimed (Skyrim.esm:04DEE7)|mag=8|area=0|dur=30; PerkMasterMindAggDownFFAimed (Skyrim.esm:09E0BB)|mag=8|area=0|dur=30; DLC1VampireMesmerizeMagicEffect (Dawnguard.esm:00BF72)|mag=1|area=0|dur=30; DLC1VQ03InfluenceAggDownFFAimed (Dawnguard.esm:00F3CE)|mag=999|area=0|dur=30,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:08D5BF,VampireDrain01,,Spell,Concentration,Aimed,PlayerVampireAbsorbHealthConcAimed (Skyrim.esm:0F5B57)|mag=2|area=0|dur=1; DLC1PCVampireAbsorbMagickaConcAimed (Dawnguard.esm:01419C)|mag=2|area=0|dur=1; DLC1PCVampireAbsorbStaminaConcAimed (Dawnguard.esm:01419A)|mag=2|area=0|dur=1,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:08D5C0,VampireDrain02,,Spell,Concentration,Aimed,PlayerVampireAbsorbHealthConcAimed (Skyrim.esm:0F5B57)|mag=3|area=0|dur=1; DLC1PCVampireAbsorbMagickaConcAimed (Dawnguard.esm:01419C)|mag=3|area=0|dur=1; DLC1PCVampireAbsorbStaminaConcAimed (Dawnguard.esm:01419A)|mag=3|area=0|dur=1,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:08D5C1,VampireDrain03,,Spell,Concentration,Aimed,PlayerVampireAbsorbHealthConcAimed (Skyrim.esm:0F5B57)|mag=4|area=0|dur=1; DLC1PCVampireAbsorbMagickaConcAimed (Dawnguard.esm:01419C)|mag=4|area=0|dur=1; DLC1PCVampireAbsorbStaminaConcAimed (Dawnguard.esm:01419A)|mag=4|area=0|dur=1,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:08D5C2,VampireDrain04,,Spell,Concentration,Aimed,PlayerVampireAbsorbHealthConcAimed (Skyrim.esm:0F5B57)|mag=5|area=0|dur=1; DLC1PCVampireAbsorbMagickaConcAimed (Dawnguard.esm:01419C)|mag=5|area=0|dur=1; DLC1PCVampireAbsorbStaminaConcAimed (Dawnguard.esm:01419A)|mag=5|area=0|dur=1,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0C1E8B,VampireSunDamage01,,Ability,ConstantEffect,Self,VampireAbDamageStaminaRate (Skyrim.esm:10DE18)|mag=100|area=0|dur=0; VampireAbDamageHealRate (Skyrim.esm:10DE1A)|mag=100|area=0|dur=0; VampireAbDamageMagickaRate (Skyrim.esm:10DE1B)|mag=100|area=0|dur=0; AbVampireSunDamage01 (Skyrim.esm:0ED096)|mag=0|area=0|dur=0; AbVampireDamageHealth (Skyrim.esm:10F15A)|mag=15|area=0|dur=0; AbVampireDamageMagicka (Skyrim.esm:10F158)|mag=15|area=0|dur=0; AbVampireDamageStamina (Skyrim.esm:10F159)|mag=15|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0ED09A,VampireSunDamage02,,Ability,ConstantEffect,Self,VampireAbDamageStaminaRate (Skyrim.esm:10DE18)|mag=100|area=0|dur=0; VampireAbDamageHealRate (Skyrim.esm:10DE1A)|mag=100|area=0|dur=0; VampireAbDamageMagickaRate (Skyrim.esm:10DE1B)|mag=100|area=0|dur=0; AbVampireSunDamage02 (Skyrim.esm:0FD806)|mag=0|area=0|dur=0; AbVampireDamageHealth (Skyrim.esm:10F15A)|mag=30|area=0|dur=0; AbVampireDamageMagicka (Skyrim.esm:10F158)|mag=30|area=0|dur=0; AbVampireDamageStamina (Skyrim.esm:10F159)|mag=30|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0ED09B,VampireSunDamage03,,Ability,ConstantEffect,Self,VampireAbDamageStaminaRate (Skyrim.esm:10DE18)|mag=75|area=0|dur=0; VampireAbDamageHealRate (Skyrim.esm:10DE1A)|mag=75|area=0|dur=0; VampireAbDamageMagickaRate (Skyrim.esm:10DE1B)|mag=75|area=0|dur=0; AbVampireSunDamage03 (Skyrim.esm:0FD80A)|mag=0|area=0|dur=0; AbVampireDamageHealth (Skyrim.esm:10F15A)|mag=45|area=0|dur=0; AbVampireDamageMagicka (Skyrim.esm:10F158)|mag=45|area=0|dur=0; AbVampireDamageStamina (Skyrim.esm:10F159)|mag=45|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0ED09C,VampireSunDamage04,,Ability,ConstantEffect,Self,VampireAbDamageStaminaRate (Skyrim.esm:10DE18)|mag=100|area=0|dur=0; VampireAbDamageHealRate (Skyrim.esm:10DE1A)|mag=100|area=0|dur=0; VampireAbDamageMagickaRate (Skyrim.esm:10DE1B)|mag=100|area=0|dur=0; AbVampireSunDamage04 (Skyrim.esm:0FD80B)|mag=0|area=0|dur=0; AbVampireDamageHealth (Skyrim.esm:10F15A)|mag=60|area=0|dur=0; AbVampireDamageMagicka (Skyrim.esm:10F158)|mag=60|area=0|dur=0; AbVampireDamageStamina (Skyrim.esm:10F159)|mag=60|area=0|dur=0,curse/disease state source,candidate-extracted
Dawnguard.esm,Skyrim.esm:0EC357,WerewolfFeed,,Spell,FireAndForget,Self,WerewolfFeedRestoreHealth (Skyrim.esm:0EC356)|mag=50|area=0|dur=0; DLC1WerewolfGorgingRestoreHealth (Dawnguard.esm:011CFC)|mag=50|area=0|dur=0,curse/disease state source,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FF26,DLC2abDremoraCarryWeight,,Ability,ConstantEffect,Self,DLC2AbLowerCarryWeight (Dragonborn.esm:01FF25)|mag=50|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:023F82,DLC2AbFXHMDaedraSpell,,Ability,ConstantEffect,Self,DLC2AbFXHMDaedra (Dragonborn.esm:023F81)|mag=0|area=0|dur=0,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03BCFB,DLC2AltarAzuraSpell,,Spell,FireAndForget,Self,CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0; DLC2ResistMagicFFSelf (Dragonborn.esm:03BD01)|mag=10|area=0|dur=28800,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03BCFC,DLC2AltarBoethiahSpell,,Spell,FireAndForget,Self,CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0; DLC2FortifyOnehandedFFSelf (Dragonborn.esm:03BD02)|mag=10|area=0|dur=28800,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03BCFD,DLC2AltarMephalaSpell,,Spell,FireAndForget,Self,CureDiseaseEffect (Skyrim.esm:0FBFF5)|mag=25|area=0|dur=0; DLC2FortifySpeechcraftFFSelf (Dragonborn.esm:03BD03)|mag=10|area=0|dur=28800,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FF21,DLC2ConjureDremoraButler,,LesserPower,FireAndForget,Self,DLC2SummonDremoraButlerEffect (Dragonborn.esm:01FF22)|mag=0|area=0|dur=15,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01EEC6,DLC2ConjureDremoraMerchant,,LesserPower,FireAndForget,Self,DLC2SummonDremoraMerchantEffect (Dragonborn.esm:01EEC3)|mag=0|area=0|dur=15,spell signal/effect candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FF2E,DLC2DiseaseBlackHeartBlight,,Disease,ConstantEffect,Touch,DLC2DisDamageCarryWeight (Dragonborn.esm:01FF2C)|mag=10|area=0|dur=0,curse/disease state source,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0285C1,DLC2DiseaseDroops,,Disease,ConstantEffect,Touch,DLC2DisDamage1and2Handed (Dragonborn.esm:0285C0)|mag=15|area=0|dur=0,curse/disease state source,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01F9C1,DLC2dunFrostmoonWerewolfChangeFX,,Spell,FireAndForget,Self,DLC2dunFrostmoonWerewolfChangeFXEffect (Dragonborn.esm:036618)|mag=0|area=0|dur=3600,curse/disease state source,candidate-extracted
