keyword,record_count,examples,validation
ArmorMaterialGlass (Skyrim.esm:06BBDC),3,ARMO:EnchArmorGlassCuirassAlteration05 (Skyrim.esm); ARMO:EnchArmorGlassCuirassAlteration04 (Skyrim.esm); ARMO:EnchArmorGlassCuirassAlteration03 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialHide (Skyrim.esm:06BBDD),105,ARMO:EnchArmorHideShieldResistMagic03 (Skyrim.esm); ARMO:EnchArmorHideShieldResistMagic02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistMagic01 (Skyrim.esm); ARMO:EnchArmorHideBootsStamina03 (Skyrim.esm); ARMO:EnchArmorHideBootsStamina02 (Skyrim.esm); ARMO:EnchArmorHideBootsStamina01 (Skyrim.esm); ARMO:EnchArmorHideCuirassRestoration03 (Skyrim.esm); ARMO:EnchArmorHideCuirassRestoration02 (Skyrim.esm); ARMO:EnchArmorHideCuirassRestoration01 (Skyrim.esm); ARMO:EnchArmorHideCuirassIllusion03 (Skyrim.esm); ARMO:EnchArmorHideCuirassIllusion02 (Skyrim.esm); ARMO:EnchArmorHideCuirassIllusion01 (Skyrim.esm); ARMO:EnchArmorHideCuirassDestruction03 (Skyrim.esm); ARMO:EnchArmorHideCuirassDestruction02 (Skyrim.esm); ARMO:EnchArmorHideCuirassDestruction01 (Skyrim.esm); ARMO:EnchArmorHideCuirassConjuration03 (Skyrim.esm); ARMO:EnchArmorHideCuirassConjuration02 (Skyrim.esm); ARMO:EnchArmorHideCuirassConjuration01 (Skyrim.esm); ARMO:EnchArmorHideCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorHideCuirassAlteration02 (Skyrim.esm); ARMO:EnchArmorHideCuirassAlteration01 (Skyrim.esm); ARMO:EnchArmorHideGauntletsAlchemy03 (Skyrim.esm); ARMO:EnchArmorHideGauntletsAlchemy02 (Skyrim.esm); ARMO:EnchArmorHideGauntletsAlchemy01 (Skyrim.esm); ARMO:EnchArmorHideHelmetAlchemy03 (Skyrim.esm); ARMO:EnchArmorHideHelmetAlchemy02 (Skyrim.esm); ARMO:EnchArmorHideHelmetAlchemy01 (Skyrim.esm); ARMO:EnchArmorHideShieldResistShock03 (Skyrim.esm); ARMO:EnchArmorHideShieldResistShock02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistFrost03 (Skyrim.esm); ARMO:EnchArmorHideShieldResistFrost02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistFire03 (Skyrim.esm); ARMO:EnchArmorHideShieldResistFire02 (Skyrim.esm); ARMO:EnchArmorHideShieldBlock03 (Skyrim.esm); ARMO:EnchArmorHideShieldBlock02 (Skyrim.esm); ARMO:EnchArmorHideHelmetRestoration03 (Skyrim.esm); ARMO:EnchArmorHideHelmetRestoration02 (Skyrim.esm); ARMO:EnchArmorHideHelmetMarksman03 (Skyrim.esm); ARMO:EnchArmorHideHelmetMarksman02 (Skyrim.esm); ARMO:EnchArmorHideHelmetMagicka03 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialImperialHeavy (Skyrim.esm:06BBE2),3,ARMO:EnchArmorImperialGauntletsAlteration03 (Skyrim.esm); ARMO:EnchArmorImperialGauntletsAlteration02 (Skyrim.esm); ARMO:EnchArmorImperialGauntletsAlteration01 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialImperialLight (Skyrim.esm:06BBE0),3,ARMO:EnchArmorImperialLightGauntletsAlteration03 (Skyrim.esm); ARMO:EnchArmorImperialLightGauntletsAlteration02 (Skyrim.esm); ARMO:EnchArmorImperialLightGauntletsAlteration01 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialIron (Skyrim.esm:06BBE3),3,ARMO:EnchArmorIronCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorIronCuirassAlteration02 (Skyrim.esm); ARMO:EnchArmorIronCuirassAlteration01 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialIronBanded (Skyrim.esm:06BBE4),3,ARMO:EnchArmorIronBandedCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorIronBandedCuirassAlteration02 (Skyrim.esm); ARMO:EnchArmorIronBandedCuirassAlteration01 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialLeather (Skyrim.esm:06BBDB),88,ARMO:EnchArmorLeatherBootsStamina03 (Skyrim.esm); ARMO:EnchArmorLeatherBootsStamina02 (Skyrim.esm); ARMO:EnchArmorLeatherBootsStamina01 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassRestoration03 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassRestoration02 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassRestoration01 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassIllusion03 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassIllusion02 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassIllusion01 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassDestruction03 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassDestruction02 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassDestruction01 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassConjuration03 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassConjuration02 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassConjuration01 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassAlteration02 (Skyrim.esm); ARMO:EnchArmorLeatherCuirassAlteration01 (Skyrim.esm); ARMO:EnchArmorLeatherGauntletsAlchemy03 (Skyrim.esm); ARMO:EnchArmorLeatherGauntletsAlchemy02 (Skyrim.esm); ARMO:EnchArmorLeatherGauntletsAlchemy01 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetAlchemy03 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetAlchemy02 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetAlchemy01 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetMarksman03 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetMarksman02 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetMarksman01 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetMagicka03 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetMagicka02 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetMagicka01 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetIllusion03 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetIllusion02 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetIllusion01 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetRestoration03 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetRestoration02 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetRestoration01 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetDestruction03 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetDestruction02 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetDestruction01 (Skyrim.esm); ARMO:EnchArmorLeatherHelmetConjuration03 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialOrcish (Skyrim.esm:06BBE5),3,ARMO:EnchArmorOrcishCuirassAlteration05 (Skyrim.esm); ARMO:EnchArmorOrcishCuirassAlteration04 (Skyrim.esm); ARMO:EnchArmorOrcishCuirassAlteration03 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialScaled (Skyrim.esm:06BBDE),3,ARMO:EnchArmorScaledCuirassAlteration04 (Skyrim.esm); ARMO:EnchArmorScaledCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorScaledCuirassAlteration02 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialSteel (Skyrim.esm:06BBE6),3,ARMO:EnchArmorSteelCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorSteelCuirassAlteration02 (Skyrim.esm); ARMO:EnchArmorSteelCuirassAlteration01 (Skyrim.esm),extracted-from-current-detail-pass
ArmorMaterialSteelPlate (Skyrim.esm:06BBE7),3,ARMO:EnchArmorSteelPlateCuirassAlteration04 (Skyrim.esm); ARMO:EnchArmorSteelPlateCuirassAlteration03 (Skyrim.esm); ARMO:EnchArmorSteelPlateCuirassAlteration02 (Skyrim.esm),extracted-from-current-detail-pass
ArmorShield (Skyrim.esm:0965B2),48,ARMO:EnchArmorElvenShieldBlock04 (Skyrim.esm); ARMO:EnchArmorElvenShieldBlock03 (Skyrim.esm); ARMO:EnchArmorElvenShieldBlock02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistMagic03 (Skyrim.esm); ARMO:EnchArmorHideShieldResistMagic02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistMagic01 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistMagic04 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistMagic03 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistMagic02 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistMagic05 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistMagic04 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistMagic03 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistShock05 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistShock04 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistShock03 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistFrost05 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistFrost04 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistFrost03 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistFire05 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistFire04 (Skyrim.esm); ARMO:EnchArmorEbonyShieldResistFire03 (Skyrim.esm); ARMO:EnchArmorEbonyShieldBlock05 (Skyrim.esm); ARMO:EnchArmorEbonyShieldBlock04 (Skyrim.esm); ARMO:EnchArmorEbonyShieldBlock03 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistShock04 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistFrost04 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistFire04 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistShock03 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistFrost03 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistFire03 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistShock02 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistFrost02 (Skyrim.esm); ARMO:EnchArmorElvenShieldResistFire02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistShock03 (Skyrim.esm); ARMO:EnchArmorHideShieldResistShock02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistFrost03 (Skyrim.esm); ARMO:EnchArmorHideShieldResistFrost02 (Skyrim.esm); ARMO:EnchArmorHideShieldResistFire03 (Skyrim.esm); ARMO:EnchArmorHideShieldResistFire02 (Skyrim.esm); ARMO:EnchArmorHideShieldBlock03 (Skyrim.esm),extracted-from-current-detail-pass
AtT_NamedNode&NPC%SPC%Spine2%SPC%%LBR%Spn2%RBR%_NamedNode&MagicEffectsNode (Skyrim.esm:092A6C),3,RACE:FoxRace (Skyrim.esm); RACE:C06WolfSpiritRace (Skyrim.esm); RACE:WolfRace (Skyrim.esm),extracted-from-current-detail-pass
BQActiveQuest (Skyrim.esm:0CBA99),12,LCTN:WhiterunHoldLocation (Skyrim.esm); LCTN:HaafingarHoldLocation (Skyrim.esm); LCTN:FalkreathHoldLocation (Skyrim.esm); LCTN:HjaalmarchHoldLocation (Skyrim.esm); LCTN:PaleHoldLocation (Skyrim.esm); LCTN:RiftHoldLocation (Skyrim.esm); LCTN:WinterholdHoldLocation (Skyrim.esm); LCTN:EastmarchHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Dawnguard.esm); LCTN:HaafingarHoldLocation (Dawnguard.esm); LCTN:WhiterunHoldLocation (Dawnguard.esm),extracted-from-current-detail-pass
CCHorseArmorKeyword (Update.esm:0030C6),2,ARMO:CCHorseArmorElvenUnicorn (Update.esm); ARMO:CCHorseArmorElven (Update.esm),extracted-from-current-detail-pass
ClothingBody (Skyrim.esm:0A8657),14,ARMO:EnchClothesNecroRobesAlteration06 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration05 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration04 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration03 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration02 (Skyrim.esm); ARMO:EnchClothesNecroRobesAlteration01 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration06 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration05 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration04 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration03 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration02 (Skyrim.esm); ARMO:EnchClothesWarlockRobesAlteration01 (Skyrim.esm); ARMO:ArmorBriarHeartEmpty (Skyrim.esm); ARMO:DLC2MiraakSkinHider (Dragonborn.esm),extracted-from-current-detail-pass
ClothingNecklace (Skyrim.esm:10CD0A),3,ARMO:EnchNecklaceResistPoison02 (Skyrim.esm); ARMO:EnchNecklaceResistPoison01 (Skyrim.esm); ARMO:DLC2HeartstoneNecklace (Dragonborn.esm),extracted-from-current-detail-pass
ClothingPoor (Skyrim.esm:0A865C),1,ARMO:ArmorBriarHeartEmpty (Skyrim.esm),extracted-from-current-detail-pass
ClothingRing (Skyrim.esm:10CD09),4,ARMO:DLC2dunFrostmoonRingBloodlust (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingInstinct (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingMoon (Dragonborn.esm); ARMO:DLC2dunFrostmoonRingHunt (Dragonborn.esm),extracted-from-current-detail-pass
CWCampImperial (Skyrim.esm:01C4A5),1,LCTN:MilitaryCampWinterholdImperialLocation (Skyrim.esm),extracted-from-current-detail-pass
CWCampsite (Skyrim.esm:0674F6),1,LCTN:CWCampsiteWinterholdLocation (Skyrim.esm),extracted-from-current-detail-pass
CWCampSons (Skyrim.esm:01C4A6),1,LCTN:MilitaryCampWinterholdSonsLocation (Skyrim.esm),extracted-from-current-detail-pass
CWCapital (Skyrim.esm:01C4A2),5,LCTN:MorthalLocation (Skyrim.esm); LCTN:WinterholdLocation (Skyrim.esm); LCTN:WinterholdLocation (Dawnguard.esm); LCTN:MorthalLocation (Dawnguard.esm); LCTN:MorthalLocation (HearthFires.esm),extracted-from-current-detail-pass
CWCapitalHQ (Skyrim.esm:0205ED),3,LCTN:DawnstarTheWhiteHallLocation (Skyrim.esm); LCTN:MorthalHighmoonHallLocation (Skyrim.esm); LCTN:WinterholdJarlsLonghouseLocation (Skyrim.esm),extracted-from-current-detail-pass
CWCost (Skyrim.esm:02A455),22,LCTN:DragonBridgeFarmLocation (Skyrim.esm); LCTN:WhistlingMineLocation (Skyrim.esm); LCTN:SnowShodFarmLocation (Skyrim.esm); LCTN:SarethiFarmLocation (Skyrim.esm); LCTN:SalviusFarmLocation (Skyrim.esm); LCTN:PelagiaFarmLocation (Skyrim.esm); LCTN:MerryfairFarmLocation (Skyrim.esm); LCTN:LoreiusFarmLocation (Skyrim.esm); LCTN:LeftHandMineLocation (Skyrim.esm); LCTN:KolskeggrMineLocation (Skyrim.esm); LCTN:KatlasFarmLocation (Skyrim.esm); LCTN:HollyfrostFarmLocation (Skyrim.esm); LCTN:HlaaluFarmLocation (Skyrim.esm); LCTN:ChillfurrowFarmLocation (Skyrim.esm); LCTN:BrandyMugFarmLocation (Skyrim.esm); LCTN:BattleBornFarmLocation (Skyrim.esm); LCTN:MorthalLocation (Skyrim.esm); LCTN:WinterholdLocation (Skyrim.esm); LCTN:WinterholdLocation (Dawnguard.esm); LCTN:MorthalLocation (Dawnguard.esm); LCTN:KatlasFarmLocation (HearthFires.esm); LCTN:MorthalLocation (HearthFires.esm),extracted-from-current-detail-pass
CWDiplomaticVictory (Skyrim.esm:10C5F1),12,LCTN:WhiterunHoldLocation (Skyrim.esm); LCTN:HaafingarHoldLocation (Skyrim.esm); LCTN:FalkreathHoldLocation (Skyrim.esm); LCTN:HjaalmarchHoldLocation (Skyrim.esm); LCTN:PaleHoldLocation (Skyrim.esm); LCTN:RiftHoldLocation (Skyrim.esm); LCTN:WinterholdHoldLocation (Skyrim.esm); LCTN:EastmarchHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Dawnguard.esm); LCTN:HaafingarHoldLocation (Dawnguard.esm); LCTN:WhiterunHoldLocation (Dawnguard.esm),extracted-from-current-detail-pass
CWEventHappening (Skyrim.esm:0CAF5B),24,LCTN:DragonBridgeFarmLocation (Skyrim.esm); LCTN:WhistlingMineLocation (Skyrim.esm); LCTN:SnowShodFarmLocation (Skyrim.esm); LCTN:SkyHavenTempleLocation (Skyrim.esm); LCTN:SarethiFarmLocation (Skyrim.esm); LCTN:SalviusFarmLocation (Skyrim.esm); LCTN:PelagiaFarmLocation (Skyrim.esm); LCTN:MerryfairFarmLocation (Skyrim.esm); LCTN:LoreiusFarmLocation (Skyrim.esm); LCTN:LeftHandMineLocation (Skyrim.esm); LCTN:KolskeggrMineLocation (Skyrim.esm); LCTN:KatlasFarmLocation (Skyrim.esm); LCTN:HollyfrostFarmLocation (Skyrim.esm); LCTN:HlaaluFarmLocation (Skyrim.esm); LCTN:GloomboundMineLocation (Skyrim.esm); LCTN:ChillfurrowFarmLocation (Skyrim.esm); LCTN:BrandyMugFarmLocation (Skyrim.esm); LCTN:BattleBornFarmLocation (Skyrim.esm); LCTN:MorthalLocation (Skyrim.esm); LCTN:WinterholdLocation (Skyrim.esm); LCTN:WinterholdLocation (Dawnguard.esm); LCTN:MorthalLocation (Dawnguard.esm); LCTN:KatlasFarmLocation (HearthFires.esm); LCTN:MorthalLocation (HearthFires.esm),extracted-from-current-detail-pass
CWGarrison (Skyrim.esm:01C4A3),5,LCTN:DragonBridgeFarmLocation (Skyrim.esm); LCTN:WhistlingMineLocation (Skyrim.esm); LCTN:SarethiFarmLocation (Skyrim.esm); LCTN:LoreiusFarmLocation (Skyrim.esm); LCTN:KolskeggrMineLocation (Skyrim.esm),extracted-from-current-detail-pass
CWGarrisonDefenderOnly (Skyrim.esm:01C4A4),7,LCTN:SnowShodFarmLocation (Skyrim.esm); LCTN:SalviusFarmLocation (Skyrim.esm); LCTN:PelagiaFarmLocation (Skyrim.esm); LCTN:MerryfairFarmLocation (Skyrim.esm); LCTN:LeftHandMineLocation (Skyrim.esm); LCTN:ChillfurrowFarmLocation (Skyrim.esm); LCTN:BattleBornFarmLocation (Skyrim.esm),extracted-from-current-detail-pass
CWGarrisonNonContestable (Skyrim.esm:04143F),5,LCTN:KatlasFarmLocation (Skyrim.esm); LCTN:HollyfrostFarmLocation (Skyrim.esm); LCTN:HlaaluFarmLocation (Skyrim.esm); LCTN:BrandyMugFarmLocation (Skyrim.esm); LCTN:KatlasFarmLocation (HearthFires.esm),extracted-from-current-detail-pass
CWHQ (Skyrim.esm:0C6726),5,LCTN:DawnstarTheWhiteHallLocation (Skyrim.esm); LCTN:MorthalHighmoonHallLocation (Skyrim.esm); LCTN:WinterholdJarlsLonghouseLocation (Skyrim.esm); LCTN:MilitaryCampWinterholdSonsLocation (Skyrim.esm); LCTN:MilitaryCampWinterholdImperialLocation (Skyrim.esm),extracted-from-current-detail-pass
CWLostByTreaty (Skyrim.esm:0E725B),14,LCTN:WinterholdLocation (Skyrim.esm); LCTN:WhiterunHoldLocation (Skyrim.esm); LCTN:HaafingarHoldLocation (Skyrim.esm); LCTN:FalkreathHoldLocation (Skyrim.esm); LCTN:HjaalmarchHoldLocation (Skyrim.esm); LCTN:PaleHoldLocation (Skyrim.esm); LCTN:RiftHoldLocation (Skyrim.esm); LCTN:WinterholdHoldLocation (Skyrim.esm); LCTN:EastmarchHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Dawnguard.esm); LCTN:HaafingarHoldLocation (Dawnguard.esm); LCTN:WhiterunHoldLocation (Dawnguard.esm); LCTN:WinterholdLocation (Dawnguard.esm),extracted-from-current-detail-pass
CWOwner (Skyrim.esm:02A456),34,LCTN:DragonBridgeFarmLocation (Skyrim.esm); LCTN:WhistlingMineLocation (Skyrim.esm); LCTN:SnowShodFarmLocation (Skyrim.esm); LCTN:SarethiFarmLocation (Skyrim.esm); LCTN:SalviusFarmLocation (Skyrim.esm); LCTN:PelagiaFarmLocation (Skyrim.esm); LCTN:MerryfairFarmLocation (Skyrim.esm); LCTN:LoreiusFarmLocation (Skyrim.esm); LCTN:LeftHandMineLocation (Skyrim.esm); LCTN:KolskeggrMineLocation (Skyrim.esm); LCTN:KatlasFarmLocation (Skyrim.esm); LCTN:HollyfrostFarmLocation (Skyrim.esm); LCTN:HlaaluFarmLocation (Skyrim.esm); LCTN:ChillfurrowFarmLocation (Skyrim.esm); LCTN:BrandyMugFarmLocation (Skyrim.esm); LCTN:BattleBornFarmLocation (Skyrim.esm); LCTN:MorthalLocation (Skyrim.esm); LCTN:WinterholdLocation (Skyrim.esm); LCTN:WhiterunHoldLocation (Skyrim.esm); LCTN:HaafingarHoldLocation (Skyrim.esm); LCTN:FalkreathHoldLocation (Skyrim.esm); LCTN:HjaalmarchHoldLocation (Skyrim.esm); LCTN:PaleHoldLocation (Skyrim.esm); LCTN:RiftHoldLocation (Skyrim.esm); LCTN:WinterholdHoldLocation (Skyrim.esm); LCTN:EastmarchHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Skyrim.esm); LCTN:ReachHoldLocation (Dawnguard.esm); LCTN:HaafingarHoldLocation (Dawnguard.esm); LCTN:WhiterunHoldLocation (Dawnguard.esm); LCTN:WinterholdLocation (Dawnguard.esm); LCTN:MorthalLocation (Dawnguard.esm); LCTN:KatlasFarmLocation (HearthFires.esm); LCTN:MorthalLocation (HearthFires.esm),extracted-from-current-detail-pass
CWPurchasedByAttacker (Skyrim.esm:042627),7,LCTN:DragonBridgeFarmLocation (Skyrim.esm); LCTN:WhistlingMineLocation (Skyrim.esm); LCTN:SarethiFarmLocation (Skyrim.esm); LCTN:LoreiusFarmLocation (Skyrim.esm); LCTN:KolskeggrMineLocation (Skyrim.esm); LCTN:KatlasFarmLocation (Skyrim.esm); LCTN:KatlasFarmLocation (HearthFires.esm),extracted-from-current-detail-pass
CWSiegePlayerRanAway (Skyrim.esm:0CE267),5,LCTN:MorthalLocation (Skyrim.esm); LCTN:WinterholdLocation (Skyrim.esm); LCTN:WinterholdLocation (Dawnguard.esm); LCTN:MorthalLocation (Dawnguard.esm); LCTN:MorthalLocation (HearthFires.esm),extracted-from-current-detail-pass
CWSiegeRunning (Skyrim.esm:0FDC31),5,LCTN:MorthalLocation (Skyrim.esm); LCTN:WinterholdLocation (Skyrim.esm); LCTN:WinterholdLocation (Dawnguard.esm); LCTN:MorthalLocation (Dawnguard.esm); LCTN:MorthalLocation (HearthFires.esm),extracted-from-current-detail-pass
DaedricArtifact (Skyrim.esm:0A8668),1,ARMO:DA05SaviorsHide (Skyrim.esm),extracted-from-current-detail-pass
DLC1WerewolfFeedExclude (Dawnguard.esm:015FD3),5,NPC_:DLC1HowlSummonWerewolf (Dawnguard.esm); RACE:SprigganMatronRace (Dawnguard.esm); RACE:SprigganSwarmRace (Dawnguard.esm); RACE:SprigganRace (Dawnguard.esm); RACE:SprigganEarthMotherRace (Dawnguard.esm),extracted-from-current-detail-pass
DLC2ActorTypeMiraak (Dragonborn.esm:03CA98),1,RACE:DLC2MiraakRace (Dragonborn.esm),extracted-from-current-detail-pass
DLC2ArmorMaterialBonemoldHeavy (Dragonborn.esm:024101),3,ARMO:DLC2EnchArmorBonemoldGauntletsAlteration01 (Dragonborn.esm); ARMO:DLC2EnchArmorBonemoldGauntletsAlteration02 (Dragonborn.esm); ARMO:DLC2EnchArmorBonemoldGauntletsAlteration03 (Dragonborn.esm),extracted-from-current-detail-pass
DLC2ArmorMaterialChitinHeavy (Dragonborn.esm:024103),3,ARMO:DLC2EnchArmorChitinHeavyCuirassAlteration02 (Dragonborn.esm); ARMO:DLC2EnchArmorChitinHeavyCuirassAlteration03 (Dragonborn.esm); ARMO:DLC2EnchArmorChitinHeavyCuirassAlteration04 (Dragonborn.esm),extracted-from-current-detail-pass
DLC2ArmorMaterialChitinLight (Dragonborn.esm:024102),3,ARMO:DLC2EnchArmorChitinLightCuirassAlteration02 (Dragonborn.esm); ARMO:DLC2EnchArmorChitinLightCuirassAlteration03 (Dragonborn.esm); ARMO:DLC2EnchArmorChitinLightCuirassAlteration04 (Dragonborn.esm),extracted-from-current-detail-pass
DLC2ArmorMaterialNordicHeavy (Dragonborn.esm:024105),3,ARMO:DLC2EnchArmorNordicHeavyCuirassAlteration03 (Dragonborn.esm); ARMO:DLC2EnchArmorNordicHeavyCuirassAlteration04 (Dragonborn.esm); ARMO:DLC2EnchArmorNordicHeavyCuirassAlteration05 (Dragonborn.esm),extracted-from-current-detail-pass
DLC2ArmorMaterialStalhrimHeavy (Dragonborn.esm:024106),3,ARMO:DLC2EnchArmorStalhrimHeavyCuirassAlteration04 (Dragonborn.esm); ARMO:DLC2EnchArmorStalhrimHeavyCuirassAlteration05 (Dragonborn.esm); ARMO:DLC2EnchArmorStalhrimHeavyCuirassAlteration06 (Dragonborn.esm),extracted-from-current-detail-pass
DLC2ArmorMaterialStalhrimLight (Dragonborn.esm:024107),3,ARMO:DLC2EnchArmorStalhrimLightCuirassAlteration03 (Dragonborn.esm); ARMO:DLC2EnchArmorStalhrimLightCuirassAlteration04 (Dragonborn.esm); ARMO:DLC2EnchArmorStalhrimLightCuirassAlteration05 (Dragonborn.esm),extracted-from-current-detail-pass
DLC2AshSpawnKeyword (Dragonborn.esm:028FDE),1,RACE:DLC2AshSpawnRace (Dragonborn.esm),extracted-from-current-detail-pass
DLC2DremoraButlerKeyword (Dragonborn.esm:01E1AE),1,NPC_:DLC2DremoraButler (Dragonborn.esm),extracted-from-current-detail-pass
DLC2LocTypeAshSpawn (Dragonborn.esm:02C969),1,LCTN:DLC2ColdcinderCaveLocation (Dragonborn.esm),extracted-from-current-detail-pass
DLC2LocTypePillar (Dragonborn.esm:01DEBD),1,LCTN:DLC2TempleOfMiraakLocation (Dragonborn.esm),extracted-from-current-detail-pass
DLC2LocTypeRieklingCamp (Dragonborn.esm:02972E),4,LCTN:DLC2BristlebackCaveLocation (Dragonborn.esm); LCTN:DLC2GlacialCaveLocation (Dragonborn.esm); LCTN:DLC2BrokenTuskMineLocation (Dragonborn.esm); LCTN:DLC2CastleKarstaagRuinsLocation (Dragonborn.esm),extracted-from-current-detail-pass
DLC2NetchKeyword (Dragonborn.esm:03A157),1,RACE:DLC2NetchRace (Dragonborn.esm),extracted-from-current-detail-pass
DLC2RieklingKeyword (Dragonborn.esm:03A158),1,RACE:DLC2RieklingRace (Dragonborn.esm),extracted-from-current-detail-pass
DLC2RieklingMountedKeyword (Dragonborn.esm:03A159),1,RACE:DLC2MountedRieklingRace (Dragonborn.esm),extracted-from-current-detail-pass
DLC2WerebearKeyword (Dragonborn.esm:034FB7),1,RACE:DLC2WerebearBeastRace (Dragonborn.esm),extracted-from-current-detail-pass
Dummy (Skyrim.esm:0F3E6C),1,BOOK:DummyBook (Skyrim.esm),extracted-from-current-detail-pass
Favor018TargetLocation (Skyrim.esm:03F4C5),2,LCTN:WinterholdTheFrozenHearthLocation (Skyrim.esm); LCTN:WinterholdTheFrozenHearthLocation (Dawnguard.esm),extracted-from-current-detail-pass
