plugin,formid,editor_id,name,race,template,factions,keywords,ai_aggression,ai_assistance,modding_use,validation
Dragonborn.esm,Dragonborn.esm:038001,DLC2dunHaknir_LvlBanditGhostMelee1HFemale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01Melee1HNordF (Skyrim.esm:039CF5),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeUndead (Skyrim.esm:013796); ActorTypeGhost (Skyrim.esm:0D205E); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FF5,DLC2dunHaknir_LvlBanditGhostMelee1HMale,,NordRace (Skyrim.esm:013746),LCharBanditMelee1H (Skyrim.esm:039CFC),,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:038002,DLC2dunHaknir_LvlBanditGhostMelee1HMale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01Melee1HImperialM (Skyrim.esm:039CF6),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FF6,DLC2dunHaknir_LvlBanditGhostMelee2HFemale,,NordRace (Skyrim.esm:013746),LCharBanditMelee2H (Skyrim.esm:03DEC8),,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:038003,DLC2dunHaknir_LvlBanditGhostMelee2HFemale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01Melee2HNordF (Skyrim.esm:03CF5C),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FF7,DLC2dunHaknir_LvlBanditGhostMelee2HMale,,NordRace (Skyrim.esm:013746),LCharBanditMelee2H (Skyrim.esm:03DEC8),,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:038004,DLC2dunHaknir_LvlBanditGhostMelee2HMale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01Melee2HNordM (Skyrim.esm:03CF5D),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FF8,DLC2dunHaknir_LvlBanditGhostMeleeBerserkerFemale,,NordRace (Skyrim.esm:013746),LCharBanditMelee2HBerserk (Skyrim.esm:03DECA),,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:038005,DLC2dunHaknir_LvlBanditGhostMeleeBerserkerFemale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01Melee2HBerserkNordF (Skyrim.esm:03DE6E),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FF9,DLC2dunHaknir_LvlBanditGhostMeleeBerserkerMale,,NordRace (Skyrim.esm:013746),LCharBanditMelee2HBerserk (Skyrim.esm:03DECA),,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:038006,DLC2dunHaknir_LvlBanditGhostMeleeBerserkerMale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01Melee2HBerserkRedguardM (Skyrim.esm:03DE72),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FFB,DLC2dunHaknir_LvlBanditGhostMeleeMissileFemale,,NordRace (Skyrim.esm:013746),LCharBanditMissile (Skyrim.esm:01E770),,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:038007,DLC2dunHaknir_LvlBanditGhostMeleeMissileFemale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01MissileImperialF (Skyrim.esm:037BFC),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FFC,DLC2dunHaknir_LvlBanditGhostMeleeMissileMale,,NordRace (Skyrim.esm:013746),LCharBanditMissile (Skyrim.esm:01E770),,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:038008,DLC2dunHaknir_LvlBanditGhostMeleeMissileMale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01MissileWoodElfM (Skyrim.esm:039D66),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FFF,DLC2dunHaknir_LvlBanditGhostMeleeTankFemale,,NordRace (Skyrim.esm:013746),LCharBanditMelee1HTank (Skyrim.esm:03DEC9),,ActorTypeUndead (Skyrim.esm:013796); ActorTypeGhost (Skyrim.esm:0D205E); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:038009,DLC2dunHaknir_LvlBanditGhostMeleeTankFemale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01Melee1HTankRedguardF (Skyrim.esm:03DE8C),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeUndead (Skyrim.esm:013796); ActorTypeGhost (Skyrim.esm:0D205E); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FFA,DLC2dunHaknir_LvlBanditGhostMeleeTankMale,,NordRace (Skyrim.esm:013746),LCharBanditMelee1HTank (Skyrim.esm:03DEC9),,ActorTypeUndead (Skyrim.esm:013796); ActorTypeGhost (Skyrim.esm:0D205E); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03800A,DLC2dunHaknir_LvlBanditGhostMeleeTankMale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01Melee1HTankOrcM (Skyrim.esm:03DE8B),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeUndead (Skyrim.esm:013796); ActorTypeGhost (Skyrim.esm:0D205E); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FFD,DLC2dunHaknir_LvlBanditGhostWizardFemale,,NordRace (Skyrim.esm:013746),LCharGhostWizard (Skyrim.esm:104B62),,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03800B,DLC2dunHaknir_LvlBanditGhostWizardFemale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01MagicDarkElfF (Skyrim.esm:039D34),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037FFE,DLC2dunHaknir_LvlBanditGhostWizardMale,,NordRace (Skyrim.esm:013746),LvlBanditWizard (Skyrim.esm:01E79F),,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03800C,DLC2dunHaknir_LvlBanditGhostWizardMale_Weak,,NordRace (Skyrim.esm:013746),EncBandit01MagicNordM (Skyrim.esm:039D37),BanditFaction (Skyrim.esm:01BCC0):rank0,ActorTypeGhost (Skyrim.esm:0D205E); ActorTypeUndead (Skyrim.esm:013796); ImmuneParalysis (Skyrim.esm:0F23C5),VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0325FE,DLC2dunHaknirShoal_LvlBanditBossMaleDarkElf,,DarkElfRace (Skyrim.esm:013742),DLC2LvlBanditBoss (Dragonborn.esm:01AA2C),,,Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02400A,DLC2dunHaknirShoal_LvlBanditBossMaleNord,,NordRace (Skyrim.esm:013746),LvlBanditBossMelee2HNordM (Skyrim.esm:0E1646),,,Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02400B,DLC2dunHaknirShoal_LvlBanditMissileFemaleDarkElfCommoner,,DarkElfRace (Skyrim.esm:013742),DLC2LvlBanditMissile (Dragonborn.esm:01AA2E),,,Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:032600,DLC2dunHaknirShoal_LvlBanditMissileWoodElfF,,WoodElfRace (Skyrim.esm:013749),DLC2LvlBanditMissile (Dragonborn.esm:01AA2E),,,Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0377D5,DLC2dunHaknirShoal_LvlBanditWizard,,FoxRace (Skyrim.esm:109C7C),DLC2LvlBanditWizard (Dragonborn.esm:01AA2F),,,Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:039721,DLC2dunHaknirShoal_LvlBanditWizardMaleDarkElfCynical,,DarkElfRace (Skyrim.esm:013742),DLC2dunHaknirShoal_LvlBanditWizard (Dragonborn.esm:0377D5),,,Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0264B9,DLC2dunHorkerIslandTreasCorpseBanditDarkElfMale,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01MagicDarkElf01M (Dragonborn.esm:01E805),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01B5BB,DLC2dunNchardakBanditBoss01,,FoxRace (Skyrim.esm:109C7C),DLC2LvlBanditBoss (Dragonborn.esm:01AA2C),,,Unaggressive,HelpsNobody,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028973,DLC2dunTempleofMiraakCultist01,,NordRace (Skyrim.esm:013746),DLC2LCharCultist (Dragonborn.esm:030CDC),CreatureFaction (Skyrim.esm:000013):rank0; DLC2ApocryphaFaction (Dragonborn.esm:02BC5E):rank0; DragonPriestFaction (Skyrim.esm:106643):rank0; SkeletonFaction (Skyrim.esm:02D1DF):rank0,,Unaggressive,HelpsNobody,religious NPC/dialogue privilege candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028974,DLC2dunTempleofMiraakCultist02,,DarkElfRace (Skyrim.esm:013742),DLC2LCharCultist (Dragonborn.esm:030CDC),CreatureFaction (Skyrim.esm:000013):rank0; DLC2ApocryphaFaction (Dragonborn.esm:02BC5E):rank0; DragonPriestFaction (Skyrim.esm:106643):rank0; SkeletonFaction (Skyrim.esm:02D1DF):rank0,,Unaggressive,HelpsNobody,religious NPC/dialogue privilege candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E804,DLC2EncBandit00Template,,DarkElfRace (Skyrim.esm:013742),,DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E806,DLC2EncBandit01MagicDarkElf01F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMagic (Dragonborn.esm:01E807),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E805,DLC2EncBandit01MagicDarkElf01M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01MagicDarkElf01F (Dragonborn.esm:01E806),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E80C,DLC2EncBandit01MagicDarkElf02F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMagic (Dragonborn.esm:01E807),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E80D,DLC2EncBandit01MagicDarkElf02M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01MagicDarkElf01F (Dragonborn.esm:01E806),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E809,DLC2EncBandit01MagicDarkElf03F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMagic (Dragonborn.esm:01E807),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E80A,DLC2EncBandit01MagicDarkElf03M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMagic (Dragonborn.esm:01E807),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E80B,DLC2EncBandit01MagicDarkElf04M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMagic (Dragonborn.esm:01E807),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E813,DLC2EncBandit01Melee1HDarkElf01F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMelee (Dragonborn.esm:01E808),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E80F,DLC2EncBandit01Melee1HDarkElf01M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMelee (Dragonborn.esm:01E808),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E80E,DLC2EncBandit01Melee1HDarkElf02F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMelee (Dragonborn.esm:01E808),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E814,DLC2EncBandit01Melee1HDarkElf02M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMelee (Dragonborn.esm:01E808),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E811,DLC2EncBandit01Melee1HDarkElf03F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMelee (Dragonborn.esm:01E808),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E812,DLC2EncBandit01Melee1HDarkElf03M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMelee (Dragonborn.esm:01E808),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E810,DLC2EncBandit01Melee1HDarkElf04M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMelee (Dragonborn.esm:01E808),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E819,DLC2EncBandit01MissileDarkElf01F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMissile (Dragonborn.esm:01E815),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E81A,DLC2EncBandit01MissileDarkElf01M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMissile (Dragonborn.esm:01E815),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E81B,DLC2EncBandit01MissileDarkElf02F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMissile (Dragonborn.esm:01E815),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E81C,DLC2EncBandit01MissileDarkElf02M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMissile (Dragonborn.esm:01E815),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E816,DLC2EncBandit01MissileDarkElf03F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMissile (Dragonborn.esm:01E815),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E817,DLC2EncBandit01MissileDarkElf03M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMissile (Dragonborn.esm:01E815),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E818,DLC2EncBandit01MissileDarkElf04M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit01TemplateMissile (Dragonborn.esm:01E815),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E807,DLC2EncBandit01TemplateMagic,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit00Template (Dragonborn.esm:01E804),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E808,DLC2EncBandit01TemplateMelee,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit00Template (Dragonborn.esm:01E804),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E815,DLC2EncBandit01TemplateMissile,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit00Template (Dragonborn.esm:01E804),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E8AB,DLC2EncBandit02Boss,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMagic (Dragonborn.esm:01E81D),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E823,DLC2EncBandit02MagicDarkElf01F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMagic (Dragonborn.esm:01E81D),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E824,DLC2EncBandit02MagicDarkElf01M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMagic (Dragonborn.esm:01E81D),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E825,DLC2EncBandit02MagicDarkElf02F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMagic (Dragonborn.esm:01E81D),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E826,DLC2EncBandit02MagicDarkElf02M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMagic (Dragonborn.esm:01E81D),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E821,DLC2EncBandit02MagicDarkElf03F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMagic (Dragonborn.esm:01E81D),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E822,DLC2EncBandit02MagicDarkElf03M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMagic (Dragonborn.esm:01E81D),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E820,DLC2EncBandit02MagicDarkELf04M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMagic (Dragonborn.esm:01E81D),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E827,DLC2EncBandit02Melee1HDarkElf01F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMelee (Dragonborn.esm:01E81E),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E828,DLC2EncBandit02Melee1HDarkElf01M,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMelee (Dragonborn.esm:01E81E),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E829,DLC2EncBandit02Melee1HDarkElf02F,,DarkElfRace (Skyrim.esm:013742),DLC2EncBandit02TemplateMelee (Dragonborn.esm:01E81E),DLC2BanditDialogueFaction (Dragonborn.esm:024CAB):rank0; BanditFaction (Skyrim.esm:01BCC0):rank0,,VeryAggressive,HelpsFriendsAndAllies,hostile actor classification,candidate-extracted
