plugin,record_type,formid,editor_id,name,flags,interaction_keyword,workbench_type,uses_skill,items,modding_use,validation
HearthFires.esm,FURN,HearthFires.esm:003B01,BYOHHouseInteriorWorkbenchRoom12,,1073741826,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,crafting station candidate,candidate-extracted
HearthFires.esm,FURN,HearthFires.esm:00283F,CraftingOvenMarker,,1073741824,ActorTypeNPC (Skyrim.esm:013794),CreateObject,255,,container/furniture interaction candidate,candidate-extracted
HearthFires.esm,FURN,Skyrim.esm:0D4847,WRTempleBench01,,1073741824,ActorTypeNPC (Skyrim.esm:013794),None,255,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0E317B,CompanionsKodlakNightTable01,End Table,AllowSoundsWhenAnimation,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0FD834,CWFortSoldierWoundedTentChest,Chest,Respawns,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D6712,CWMission04ChestContainer,Chest,Respawns,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:016ACA,CWQuartermasterChestImperial,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0FE485,CWQuartermasterChestSons,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0B8589,DA07JorgenChest,Jorgen's Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:051618,DA07QuestObjectChest,Invisible Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0252A6,DA07SilusChest,Silus's Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D1478,DBPenitusOutpostChest,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A0E42,DelphineSecretRoomChest,Chest,0,,,, x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0BCD2D,DEMOBanditChestSmall01,Chest,0,,,, x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0BCD2C,DEMODraugrChestLarge02,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0BCD2F,DEMODraugrChestLarge04,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0BCD2E,DEMODraugrChestSmall03,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:06EA48,dunKatariahCaptainsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:06EA46,dunKatariahEmperorsChest,Chest,AllowSoundsWhenAnimation,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0CE739,dunMiddenAtronachForgeBox,Offering Box,0,,,,,crafting station candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D30CC,dunMiddenInvestigationChest,Investigators Chest,0,,,, x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0DDEF7,dunMiddenVelehkRewardChest,Velehk Sain's Locker,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:108B2F,dunPurewaterRunSkillBookChest,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0F4A01,dunTreasMapTreasChest,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:10E05E,dunTreasMapTreasChestSpecial,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0998C2,e3DEMOBanditChestSmall01,Chest,0,,,, x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:099AE5,E3DemoPreCreekChest,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:099A50,E3DemoTrollChest,Chest,0,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:024CA6,EndTable01,End Table,0,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:108D36,EvidenceChestPlayerInventory,Prisoner Belongings Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0267E7,EvidenceChestStolenGoods,Evidence Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0E3EA1,FFMF01Chest,Chest,Respawns,,,, x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:03C50F,FFRiften02SibbiChest,Chest,AllowSoundsWhenAnimation,,,, x;  x;  x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:03C59C,FFRiften04IngunChest,Ingun's Alchemy Chest,Respawns,,,, x;  x;  x;  x,magic/crafting station candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:087900,FFRiften08BrandSheiChest,Waterlogged Chest,Respawns,,,, x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:062F5D,FFWinterholdBChest01,Waterlogged Chest,0,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:062F5F,FFWinterholdBChest02,Waterlogged Chest,0,,,, x;  x,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:099D87,HHChest01,Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0F8476,LargeChestNoRespawn,Chest,0,,,,,container/furniture interaction candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:07434B,MerchantCaravanAChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:07434D,MerchantCaravanBChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:07434E,MerchantCaravanCChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A2987,MerchantDawnstarMadenasChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E0DA,MerchantDawnstarMortarPestleChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09DA3F,MerchantDawnstarRustleifsBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09DA46,MerchantDawnstarWindpeakInnChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0ABD9E,MerchantDBSanctuaryMerchantChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6BF1,MerchantDragonBridgeFourShieldsTavernChest,Chest,Respawns,,,, x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E128,MerchantDushnikhYalBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E129,MerchantDushnikhYalWiseWomanChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:072786,MerchantFalkreathBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6BF3,MerchantFalkreathDeadMansDrinkChest,Chest,Respawns,,,, x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:06A876,MerchantFalkreathGraveConcoctionsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6BFC,MerchantFalkreathGrayPineGoodsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AC9CE,MerchantFilnjarBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E491,MerchantHeljarchenApothecaryChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E48E,MerchantHeljarchenBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0B2989,MerchantHonningbrewChest,Chest,Respawns,,,, x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0B31E8,MerchantHonningbrewPostChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A0706,MerchantIvarsteadVilemyrInnChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3F25,MerchantKynesgroveBraidwoodInnChest,Chest,Respawns,,,, x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A3F02,MerchantKynesgroveDravyneaChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0ACB6C,MerchantLargashburAtubChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0ACB6F,MerchantLargashburBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:06479C,MerchantMarkarthAntonsChest,Chest,Respawns,,,, x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E0D9,MerchantMarkarthArnleifandSonsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E0D8,MerchantMarkarthBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09437C,MerchantMarkarthBolisChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:06479F,MerchantMarkarthCastleBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E0D7,MerchantMarkarthHagsCureChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09437A,MerchantMarkarthKerahsChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:094384,MerchantMarkarthSilverFishInnChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09438A,MerchantMarkarthWizardsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E46D,MerchantMorKhazgurBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E469,MerchantMorKhazgurWiseWomanChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09DA56,MerchantMorthalFalionsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09DA59,MerchantMorthalLamisChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09DA53,MerchantMorthalMoorsideInnChest,Chest,Respawns,,,, x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0B3FE1,MerchantNarzulburBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0B3FE0,MerchantNarzulburWiseWomanChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E48B,MerchantNightgateInnChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09E45F,MerchantOldHroldanHangedManInnChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A0703,MerchantRiftenBeeandBarbChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:065C36,MerchantRiftenBeeandBarbTalenChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A29AC,MerchantRiftenBlackBriarMeadery,Chest,Respawns,,,, x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A31AE,MerchantRiftenElgrimsElixirsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A31B5,MerchantRiftenGrandPlazaBrandishChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A31B4,MerchantRiftenGrandPlazaGrelkaChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A31B7,MerchantRiftenGrandPlazaMadesiChest,Chest,Respawns,,,, x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A31B6,MerchantRiftenGrandPlazaMariseChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A29AD,MerchantRiftenPawnedPrawnChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A29AE,MerchantRiftenRaggedFlagonChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A31AF,MerchantRiftenScorchedHammerBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A2988,MerchantRiftenWylandriahsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:078C0D,MerchantRiverwoodAlvorBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:078C0E,MerchantRiverwoodSleepingGiantChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:078C0C,MerchantRiverwoodTraderChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09F250,MerchantRoriksteadFrostFruitInnChest,Chest,Respawns,,,, x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6C05,MerchantSolitudeAngelinesAromatics,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6C06,MerchantSolitudeBitsAndPieces,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6C07,MerchantSolitudeBlacksmith,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0D6AA4,MerchantSolitudeEastEmpireCompany,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6C0E,MerchantSolitudeFishAddvar,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0B2035,MerchantSolitudeFletcher,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6C10,MerchantSolitudeFruitEvette,Chest,Respawns,,,, x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6C0F,MerchantSolitudeFruitJala,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6C04,MerchantSolitudeRadiantRaiments,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6C08,MerchantSolitudeStables,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A2989,MerchantSolitudeSybilleStentorChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0A6BF0,MerchantSolitudeWinkingSkeeverChest,Chest,Respawns,,,, x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C644C,MerchantSpouseApothecaryChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C644B,MerchantSpouseBlacksmithChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C644D,MerchantSpouseInnkeeperChest,Chest,Respawns,,,, x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C644F,MerchantSpouseMiscVendorChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0C644E,MerchantSpouseSpellsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09DA5C,MerchantStonehillsAleucChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AC9DA,MerchantTGArnskarChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AC9DB,MerchantTGHerluinChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AC9D9,MerchantTGSyndusChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0AC9DC,MerchantTGVanrythChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:098BA3,MerchantWCollegeColetteChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:098B9E,MerchantWCollegeDrevisChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0EE9F7,MerchantWCollegeEnthirChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:098BA1,MerchantWCollegeFaraldaChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:098BA2,MerchantWCollegePhinisChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:098BA4,MerchantWCollegeTolfdirChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:10C430,MerchantWCollegeUragChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0ABB3E,MerchantWhiterunAnoriathChest,Chest,Respawns,,,, x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09CD45,MerchantWhiterunArcadiasCauldronChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09CAFA,MerchantWhiterunBannerdMareChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:09CAF8,MerchantWhiterunBelethorsGoodsChest,Chest,Respawns,,,, x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x;  x,vendor/container economy candidate,candidate-extracted
Skyrim.esm,CONT,Skyrim.esm:0ABB40,MerchantWhiterunCarlottaChest,Chest,Respawns,,,, x;  x;  x,vendor/container economy candidate,candidate-extracted
