plugin,record_type,formid,editor_id,name,direct_condition_count,effect_condition_count,condition_keys,effects,validation
Dragonborn.esm,ENCH,Dragonborn.esm:03804F,DLC2dunHaknirEnchScimitar01,,0,4,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,EnchAbsorbHealthFFContact (Skyrim.esm:0AA155)|mag=15|area=0|dur=1; DLC2dunHaknirScimitarDamageArmor (Dragonborn.esm:038053)|mag=50|area=0|dur=15,extracted-summary
Dragonborn.esm,ENCH,Dragonborn.esm:038051,DLC2dunHaknirEnchScimitar02,,0,4,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,EnchAbsorbMagickaFFContact (Skyrim.esm:0AA156)|mag=15|area=0|dur=1; DLC2dunHaknirScimitarDispelMagic (Dragonborn.esm:038054)|mag=1|area=0|dur=1,extracted-summary
Dragonborn.esm,ENCH,Dragonborn.esm:01C656,DLC2dunKolbjornBootsWaterwalking,,0,1,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,AbWaterwalking (Skyrim.esm:08CAC9)|mag=0|area=0|dur=0; DLC2dunKolbjorn_EnchBlankEffect (Dragonborn.esm:03D58B)|mag=0|area=0|dur=0,extracted-summary
Dragonborn.esm,ENCH,Dragonborn.esm:01E287,DLC2EnchArmorDragonAbsorb,,0,2,CompareOperator; ComparisonValue; ItemOrList; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,DLC2EnchDragonAbsorb (Dragonborn.esm:01E285)|mag=15|area=0|dur=0; DLC2EnchDragonAbsorbBoost (Dragonborn.esm:01E28A)|mag=5|area=0|dur=0; DLC2EnchDragonAbsorbBoost (Dragonborn.esm:01E28A)|mag=5|area=0|dur=0,extracted-summary
Dragonborn.esm,ENCH,Dragonborn.esm:0322AA,DLC2ExpSpiderFireBombDMG,,0,10,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,DLC2ExpSpiderFireBombFFContact (Dragonborn.esm:0322AB)|mag=26|area=0|dur=0; DLC2ExpSpiderFireBombFFContact (Dragonborn.esm:0322AB)|mag=42|area=0|dur=0; DLC2ExpSpiderFireBombFFContact (Dragonborn.esm:0322AB)|mag=58|area=0|dur=0; DLC2ExpSpiderFireBombFFContact (Dragonborn.esm:0322AB)|mag=74|area=0|dur=0; DLC2ExpSpiderFireBombFFContact (Dragonborn.esm:0322AB)|mag=90|area=0|dur=0; DLC2ExpSpiderFireBombFFContact (Dragonborn.esm:0322AB)|mag=106|area=0|dur=0,extracted-summary
Dragonborn.esm,ENCH,Dragonborn.esm:0322A8,DLC2ExpSpiderFrostBombDMG,,0,10,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,DLC2ExpSpiderFrostBombFFContact (Dragonborn.esm:0322A9)|mag=106|area=0|dur=0; DLC2ExpSpiderFrostBombFFContact (Dragonborn.esm:0322A9)|mag=90|area=0|dur=0; DLC2ExpSpiderFrostBombFFContact (Dragonborn.esm:0322A9)|mag=74|area=0|dur=0; DLC2ExpSpiderFrostBombFFContact (Dragonborn.esm:0322A9)|mag=58|area=0|dur=0; DLC2ExpSpiderFrostBombFFContact (Dragonborn.esm:0322A9)|mag=42|area=0|dur=0; DLC2ExpSpiderFrostBombFFContact (Dragonborn.esm:0322A9)|mag=26|area=0|dur=0,extracted-summary
Dragonborn.esm,ENCH,Dragonborn.esm:0322AE,DLC2ExpSpiderPoisonBombDMG,,0,10,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,DLC2ExpSpiderPoisonBombFFContact (Dragonborn.esm:0322AF)|mag=26|area=0|dur=0; DLC2ExpSpiderPoisonBombFFContact (Dragonborn.esm:0322AF)|mag=42|area=0|dur=0; DLC2ExpSpiderPoisonBombFFContact (Dragonborn.esm:0322AF)|mag=58|area=0|dur=0; DLC2ExpSpiderPoisonBombFFContact (Dragonborn.esm:0322AF)|mag=74|area=0|dur=0; DLC2ExpSpiderPoisonBombFFContact (Dragonborn.esm:0322AF)|mag=90|area=0|dur=0; DLC2ExpSpiderPoisonBombFFContact (Dragonborn.esm:0322AF)|mag=106|area=0|dur=0,extracted-summary
Dragonborn.esm,ENCH,Dragonborn.esm:0322AC,DLC2ExpSpiderShockBombDMG,,0,10,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,DLC2ExpSpiderShockBombFFContact (Dragonborn.esm:0322AD)|mag=26|area=0|dur=0; DLC2ExpSpiderShockBombFFContact (Dragonborn.esm:0322AD)|mag=42|area=0|dur=0; DLC2ExpSpiderShockBombFFContact (Dragonborn.esm:0322AD)|mag=58|area=0|dur=0; DLC2ExpSpiderShockBombFFContact (Dragonborn.esm:0322AD)|mag=74|area=0|dur=0; DLC2ExpSpiderShockBombFFContact (Dragonborn.esm:0322AD)|mag=90|area=0|dur=0; DLC2ExpSpiderShockBombFFContact (Dragonborn.esm:0322AD)|mag=106|area=0|dur=0,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0177AE,DLC2AshRuneFFLocation,,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:017732,DLC2AshShellFFAimed,,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01D74E,DLC2AshShellFFContact,,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:02BD25,DLC2BardAreaFortifySpeech,,2,0,CompareOperator; ComparisonValue; Faction; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:02BD27,DLC2BardAreaFortifyStaminaRate,,4,0,CompareOperator; ComparisonValue; Faction; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:031843,DLC2BetweenFFAimed,,7,0,CompareOperator; ComparisonValue; Faction; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01AEAF,DLC2BloodskalDamageFFAimedHoriz,,2,0,CompareOperator; ComparisonValue; Faction; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:033A28,DLC2BloodskalDamageFFAimedVert,,2,0,CompareOperator; ComparisonValue; Faction; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01CE04,DLC2BoundDaggerFFSelf,,1,0,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01CE05,DLC2BoundSwordMysticFFSelf,,1,0,CompareOperator; ComparisonValue; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:034C04,DLC2ConfUpAreaFortifyHealth,,2,0,CompareOperator; ComparisonValue; Faction; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:034C05,DLC2ConfUpAreaFortifyStamina,,2,0,CompareOperator; ComparisonValue; Faction; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01CAB7,DLC2crPoisonConcAimed,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0265AE,dlc2DBAncientDragonbornAggroCloakDMGEffect,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01BFF3,dlc2DBDragonSwordEffect,,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:019618,DLC2DetectAshSourceConcFF,,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01961E,DLC2DetectAshSourceSelfFF,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0285C0,DLC2DisDamage1and2Handed,,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01FF2C,DLC2DisDamageCarryWeight,,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03B00E,DLC2dunFahlbtharzSteamBreathPowerEffect,,1,0,ActorValue; CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03B00F,DLC2dunFahlbtharzSteamBreathStaminaEffect,,1,0,ActorValue; CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:038053,DLC2dunHaknirScimitarDamageArmor,,2,0,ActorValue; CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:038054,DLC2dunHaknirScimitarDispelMagic,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:028237,DLC2dunKarstaagFrostCloakEffect,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:029EC9,DLC2dunKarstaagKnockbackEffect,,3,0,ActorValue; CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:027326,DLC2dunKolbjornArmorParalyzeEffectA,,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0373D5,DLC2dunKolbjornRalisPickaxeParalyze,,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0373D4,DLC2dunRockshatterIceForm,,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:02970C,DLC2dunSummonKarstaagEffect1Left,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:02970B,DLC2dunSummonKarstaagEffect2Left,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:024813,DLC2dunSummonKarstaagEffect3Left,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:025E14,DLC2dunSummonKarstaagFailEffect,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03570C,DLC2EnchAbsorbHealthFFContact50,,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03570E,DLC2EnchAbsorbMagickaFFContact50,,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03570F,DLC2EnchAbsorbStaminaFFContact50,,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:02C46B,DLC2EnchFireDamageFFContact50,,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:02C46D,DLC2EnchFrostDamageFFContact50,,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0177BC,DLC2EnchInfluenceAggUpFFContact,,7,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0177B3,DLC2EnchParalysisFFContact100,,3,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:02C46C,DLC2EnchShockDamageFFContact50,,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0200CE,DLC2ExpSpidercrPoisonConcAimed,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:036DA2,DLC2ExpSpiderFireEnemyEFFdmgShow,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:036DA5,DLC2ExpSpiderFrostEffdmgShow,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01795E,DLC2ExpSpiderHumanZombieAbSelf,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:036DA8,DLC2ExpSpiderPoisonEnemyEFFdmgShow,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:036DAB,DLC2ExpSpiderShockEnemyEFFdmgShow,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:016E1B,DLC2ExpSpiderZombieFFAimed,,8,0,CompareOperator; ComparisonValue; Faction; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0200C9,DLC2FortifySpeedMultFFSelfArea,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0177B8,DLC2FrenzyRuneFFLocation,,7,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0202CB,DLC2InfluenceAggDownAllConstantSelf,,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03D29B,DLC2InfluenceAggUpFFAimedArea50,,8,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03D29E,DLC2InfluenceConfUpFFAimedAreaSecondary,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:018ED7,dlc2MerchBowOfTheStagPrinceIncEffect,,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:034812,DLC2MiraakFakeShoutEffect,,2,0,CompareOperator; ComparisonValue; Race; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0397F4,DLC2MiraakSwordTentacles,,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:039D26,dlc2MKMiraakMaskShoutEffect,,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:039D1D,dlc2MKMiraakRobeExplosionEffect,,3,0,CompareOperator; ComparisonValue; Faction; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:034839,DLC2MorasGraspEffect,,2,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0285BF,DLC2PerkMasterMindAggUpFFContact,,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; Perk; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01D74C,DLC2PoisonRuneFFLocation,,7,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03D5DA,DLC2RestoreHealthFFSelfArea,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:020E93,DLC2ScribParalysisFFContact,,4,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0339A5,DLC2StaggerBallistaFFContact50,,1,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01AABF,DLC2SummonAshGuardianNoHeartStone,,1,0,CompareOperator; ComparisonValue; ItemOrList; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01FF22,DLC2SummonDremoraButlerEffect,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01EEC3,DLC2SummonDremoraMerchantEffect,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03D303,DLC2TTR4aHealthFFActorArea,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:036A66,DLC2TTR5MemoryFFActorArea,,1,0,CompareOperator; ComparisonValue; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03CECE,DLC2VoiceBattleFuryFFSelf,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0200C5,DLC2VoiceBattleFuryFFSelfArea,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03CF2F,DLC2VoiceBattleFuryFFSelfArea01,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03CF2E,DLC2VoiceBattleFuryFFSelfArea02,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:03CECD,DLC2VoiceBattleFuryFFSelfArea03,,6,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:0179DF,DLC2VoiceBendToWillEffect,,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01FF1F,DLC2VoiceBendWillEffect02,,5,0,CompareOperator; ComparisonValue; FirstUnusedIntParameter; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:01FF2B,DLC2VoiceDisintegrateFFAimed,,2,0,CompareOperator; ComparisonValue; Global; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:020E96,DLC2VoiceIceFormEffect,,1,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,MGEF,Dragonborn.esm:017730,DLC2WhirlwindDmgEffect,,2,0,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,,extracted-summary
Dragonborn.esm,PERK,Dragonborn.esm:017745,DLC2MageArmor30NPC,,0,2,RunOnTabIndex,|mag=|area=|dur=,extracted-summary
Dragonborn.esm,PERK,Dragonborn.esm:017743,DLC2MageArmor50NPC,,0,2,RunOnTabIndex,|mag=|area=|dur=,extracted-summary
Dragonborn.esm,PERK,Dragonborn.esm:017744,DLC2MageArmor70NPC,,0,2,RunOnTabIndex,|mag=|area=|dur=,extracted-summary
Dragonborn.esm,PERK,Dragonborn.esm:024108,DLC2Smithing,,0,8,RunOnTabIndex,|mag=|area=|dur=; |mag=|area=|dur=; |mag=|area=|dur=; |mag=|area=|dur=,extracted-summary
Dragonborn.esm,PERK,Dragonborn.esm:017739,DLC2StaffEnchantingMult,,0,1,RunOnTabIndex,|mag=|area=|dur=,extracted-summary
Dragonborn.esm,PERK,Dragonborn.esm:026233,DLC2StalhrimEnchanting,,0,4,RunOnTabIndex,|mag=|area=|dur=; |mag=|area=|dur=,extracted-summary
Dragonborn.esm,SPEL,Dragonborn.esm:01BFEC,dlc2MerchBowOfTheStagBlessing,,0,8,CompareOperator; ComparisonValue; Global; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=5|area=0|dur=0; dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=10|area=0|dur=0; dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=15|area=0|dur=0; dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=20|area=0|dur=0; dlc2MerchBowOfTheStagBlessEffect (Dragonborn.esm:01BFED)|mag=25|area=0|dur=0,extracted-summary
Dragonborn.esm,SPEL,Dragonborn.esm:039D27,dlc2MKMiraakMaskShoutSpell,,0,2,CompareOperator; ComparisonValue; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,dlc2MKMiraakMaskShoutEffect (Dragonborn.esm:039D26)|mag=25|area=0|dur=5; UnspecifiedDamageFFAimed (Skyrim.esm:0EA075)|mag=20|area=0|dur=0; VoiceUnrelentingForceEffect02 (Skyrim.esm:07F82E)|mag=1.5|area=0|dur=0; DLC2VoiceDisintegrateFFAimed (Dragonborn.esm:01FF2B)|mag=10|area=0|dur=1,extracted-summary
Dragonborn.esm,SPEL,Dragonborn.esm:03183D,DLC2MorasAgonyHazardSpell,,0,4,CompareOperator; ComparisonValue; FirstUnusedIntParameter; Keyword; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,DLC2PoisonFFContact (Dragonborn.esm:03183C)|mag=25|area=0|dur=3; StaggerAttackFFContact (Skyrim.esm:07809B)|mag=1.75|area=0|dur=0,extracted-summary
Dragonborn.esm,SPEL,Dragonborn.esm:02AD0A,DLC2VoiceBattleFury02,,0,4,CompareOperator; ComparisonValue; ItemSource; RunOnType; RunOnTypeIndex; SecondUnusedIntParameter; UseAliases,DLC2VoiceBattleFuryFFSelfArea03 (Dragonborn.esm:03CECD)|mag=1.5|area=25|dur=120,extracted-summary
