plugin,formid,editor_id,item_count,items,modding_use,validation
Dragonborn.esm,Dragonborn.esm:01FE8F,DLC2AltarSkillMessagesPlural,18,DLC2AltarSkillNameIllusionMSG (Dragonborn.esm:01FE8E); DLC2AltarSkillNameConjurationMSG (Dragonborn.esm:01FE97); DLC2AltarSkillNameDestructionMSG (Dragonborn.esm:01FE98); DLC2AltarSkillNameRestorationMSG (Dragonborn.esm:01FE99); DLC2AltarSkillNameAlterationMSG (Dragonborn.esm:01FE9A); DLC2AltarSkillNameEnchantingMSG (Dragonborn.esm:01FE9B); DLC2AltarSkillNameSmithingMSG (Dragonborn.esm:01FE8C); DLC2AltarSkillNameHeavyArmorMSG (Dragonborn.esm:01FE9C); DLC2AltarSkillNameBlockMSG (Dragonborn.esm:01FE9D); DLC2AltarSkillNameTwoHandedMSG (Dragonborn.esm:01FE9E); DLC2AltarSkillNameOneHandedMSG (Dragonborn.esm:01FE9F); DLC2AltarSkillNameArcheryMSG (Dragonborn.esm:01FEA0); DLC2AltarSkillNameLightArmorMSG (Dragonborn.esm:01FEA1); DLC2AltarSkillNameSneakMSG (Dragonborn.esm:01FEA2); DLC2AltarSkillNameLockpickingMSG (Dragonborn.esm:01FEA3); DLC2AltarSkillNamePickpocketMSG (Dragonborn.esm:01FEA4); DLC2AltarSkillNameSpeechMSG (Dragonborn.esm:01FEA5); DLC2AltarSkillNameAlchemyMSG (Dragonborn.esm:01FE8D),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:039D9A,DLC2AltarSkillMessagesSingular,18,DLC2AltarSkillNameIllusionMSGSingular (Dragonborn.esm:039DA3); DLC2AltarSkillNameConjurationMSGSingular (Dragonborn.esm:039D9F); DLC2AltarSkillNameDestructionMSGSingular (Dragonborn.esm:039DA0); DLC2AltarSkillNameRestorationMSGSingular (Dragonborn.esm:039DA8); DLC2AltarSkillNameAlterationMSGSingular (Dragonborn.esm:039D9C); DLC2AltarSkillNameEnchantingMSGSingular (Dragonborn.esm:039DA1); DLC2AltarSkillNameSmithingMSGSingular (Dragonborn.esm:039DA9); DLC2AltarSkillNameHeavyArmorMSGSingular (Dragonborn.esm:039DA2); DLC2AltarSkillNameBlockMSGSingular (Dragonborn.esm:039D9E); DLC2AltarSkillNameTwoHandedMSGSingular (Dragonborn.esm:039DAC); DLC2AltarSkillNameOneHandedMSGSingular (Dragonborn.esm:039DA6); DLC2AltarSkillNameArcheryMSGSingular (Dragonborn.esm:039D9D); DLC2AltarSkillNameLightArmorMSGSingular (Dragonborn.esm:039DA4); DLC2AltarSkillNameSneakMSGSingular (Dragonborn.esm:039DAA); DLC2AltarSkillNameLockpickingMSGSingular (Dragonborn.esm:039DA5); DLC2AltarSkillNamePickpocketMSGSingular (Dragonborn.esm:039DA7); DLC2AltarSkillNameSpeechMSGSingular (Dragonborn.esm:039DAB); DLC2AltarSkillNameAlchemyMSGSingular (Dragonborn.esm:039D9B),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DC06,DLC2ApoWaterDamageLocationsList,10,DLC2Book01DungeonLocation (Dragonborn.esm:0142B0); DLC2Book02DungeonLocationNEW (Dragonborn.esm:01EE08); DLC2Book03DungeonLocation (Dragonborn.esm:0142AF); DLC2Book04DungeonLocation (Dragonborn.esm:01EE06); DLC2Book05DungeonLocation (Dragonborn.esm:0142AC); DLC2Book06DungeonLocation (Dragonborn.esm:01EE07); DLC2Book07DungeonLocationNEW (Dragonborn.esm:0142AE); DLC2ApocrypaMiraaksTowerLocation (Dragonborn.esm:03A1E7); DLC2ApocryphaLocation (Dragonborn.esm:016E2B); DLC2ApoIslandALocation (Dragonborn.esm:0382F5),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03842A,DLC2AshSpawnAttackCombatOverrideList,1,DLC2AshSpawnAttackCombatOverride (Dragonborn.esm:03842B),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02622C,DLC2BanditVoices,10,FemaleCommoner (Skyrim.esm:013ADE); FemaleDarkElf (Skyrim.esm:013AF3); DLC2FemaleDarkElfCommoner (Dragonborn.esm:0247E5); MaleDarkElf (Skyrim.esm:013AF2); MaleEvenToned (Skyrim.esm:013AD2); MaleEvenTonedAccented (Skyrim.esm:0EA267); MaleNord (Skyrim.esm:013AE6); MaleOrc (Skyrim.esm:013AEA); DLC2MaleDarkElfCommoner (Dragonborn.esm:0247E4); DLC2MaleDarkElfCynical (Dragonborn.esm:018469),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0317D1,DLC2BilgemuckFood,24,FoodDogMeat (Skyrim.esm:0EDB2E); FoodMammothMeat (Skyrim.esm:0669A4); FoodHorseMeat (Skyrim.esm:065C9C); FoodHorkerMeat (Skyrim.esm:065C9B); FoodGoatMeat (Skyrim.esm:065C9A); FoodCharredSkeeverMeat (Skyrim.esm:0E8448); FoodClamMeat (Skyrim.esm:0EBA03); FoodGoatMeatCooked (Skyrim.esm:07224C); FoodHorkerMeatCooked (Skyrim.esm:07224E); FoodHorseMeatCooked (Skyrim.esm:0722B0); FoodMammothMeatCooked (Skyrim.esm:0722BB); FoodVenison (Skyrim.esm:0669A2); FoodVenisonCooked (Skyrim.esm:0722BD); FoodRabbit (Skyrim.esm:065C9E); FoodRabbitCooked (Skyrim.esm:0722C2); FoodBeef (Skyrim.esm:065C99); FoodBeefCooked (Skyrim.esm:0721E8); FoodChicken (Skyrim.esm:0F2011); FoodChickenCooked (Skyrim.esm:0E8947); FoodPheasant (Skyrim.esm:065C9D); FoodPheasantCooked (Skyrim.esm:0722C7); FoodSalmon (Skyrim.esm:065C9F); FoodSalmonCooked01 (Skyrim.esm:064B3B); FoodSlaughterfishCooked (Skyrim.esm:064B3C),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03CA7F,DLC2BoatRideDispelList,8,HowlWerewolfSummonWolves3 (Skyrim.esm:0CF7A1); HowlWerewolfSummonWolves2 (Skyrim.esm:0CF7A0); HowlWerewolfSummonWolves1 (Skyrim.esm:0CF79D); DBSummonAssassin (Skyrim.esm:0618C6); StormThrall (Skyrim.esm:07E5D7); FrostThrall (Skyrim.esm:07E5D6); FlameThrall (Skyrim.esm:07E5D5); DeadThrall (Skyrim.esm:07E8DF),magic/effect record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028242,DLC2CRGiantVoiceKarstaagList,1,DLC2CrGiantVoiceKarstaag (Dragonborn.esm:028241),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033C8A,DLC2DRAllowedSpells,26,Healing (Skyrim.esm:012FCC); GrandHealing (Skyrim.esm:0B62EE); WardGreater (Skyrim.esm:0211F0); WardLesser (Skyrim.esm:013018); WardSteadfast (Skyrim.esm:0211F1); Ebonyflesh (Skyrim.esm:05AD5E); Ironflesh (Skyrim.esm:051B16); Oakflesh (Skyrim.esm:05AD5C); Stoneflesh (Skyrim.esm:05AD5D); Flames (Skyrim.esm:012FCD); Firebolt (Skyrim.esm:012FD0); Fireball (Skyrim.esm:01C789); Frostbite (Skyrim.esm:02B96B); IceSpike (Skyrim.esm:02B96C); ChainLightning (Skyrim.esm:045F9D); Candlelight (Skyrim.esm:043324); LightningBolt (Skyrim.esm:02DD29); Magelight (Skyrim.esm:043323); CloseWounds (Skyrim.esm:0B62EF); FastHealing (Skyrim.esm:02F3B8); dunLabyrinthianSpellReward (Skyrim.esm:0DA746); BanishDaedra (Skyrim.esm:06D22C); BanishDaedraLeftHand (Skyrim.esm:0F95EA); ExpelDaedra (Skyrim.esm:06F952); ExpelDaedraLeftHand (Skyrim.esm:0F95EF); SoulTrap (Skyrim.esm:04DBA4),magic/effect record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FF35,DLC2DremoraVendorExclusion,3,VendorNoSale (Skyrim.esm:0FF9FB); VendorItemKey (Skyrim.esm:0914EF); VendorItemClutter (Skyrim.esm:0914E9),vendor/economy record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033C8B,DLC2DRRestrictedSpells,28,FireStorm (Skyrim.esm:07A82B); LightningStorm (Skyrim.esm:07E8E5); DLC2AshRune (Dragonborn.esm:0177AF); DLC2FrenzyRune (Dragonborn.esm:0177B7); DLC2PoisonRune (Dragonborn.esm:01D74B); FireRune (Skyrim.esm:05DB90); FrostRune (Skyrim.esm:06796F); ShockRune (Skyrim.esm:067970); WallOfFlames (Skyrim.esm:035D7F); WallOfFrost (Skyrim.esm:035D80); WallOfStorms (Skyrim.esm:035D81); HealOther (Skyrim.esm:012FD2); HealingHands (Skyrim.esm:04D3F2); DLC2TTF1ConjureAshGuardianRight (Dragonborn.esm:03553D); DLC2dunHighpointAshGuardianSpell (Dragonborn.esm:0296BA); DeadThrall (Skyrim.esm:07E8DF); DLC2AshGuardianRune (Dragonborn.esm:017782); Revenant (Skyrim.esm:096D94); RevenantLeftHand (Skyrim.esm:0CAB66); RevenantRighHand (Skyrim.esm:101060); RaiseZombie (Skyrim.esm:07E8E1); RaiseZombieLeftHand (Skyrim.esm:0C969E); DreadZombie (Skyrim.esm:096D95); DreadZombieLeftHand (Skyrim.esm:016C3F); DreadZombieRightHand (Skyrim.esm:101062); ReanimateCorpse (Skyrim.esm:065BD7); ReanimateCorpseLeftHand (Skyrim.esm:0CAB65); ReanimateCorpseRightHand (Skyrim.esm:10105F),magic/effect record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0324E4,DLC2dunBloodskalBarrowtrapSoulGems,1,SoulGemGreaterFilled (Skyrim.esm:02E4FB),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03B564,DLC2dunFrostmoonCombatList,1,DLC2dunFrostmoonWaitForTransformation (Dragonborn.esm:03B3F2),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03805B,DLC2dunHaknirCombatList,1,DLC2dunHaknirStayAtCurrentLocation (Dragonborn.esm:03805A),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:025E12,DLC2dunKarstaagSummonWorldSpaces,3,Tamriel (Skyrim.esm:00003C); Blackreach (Skyrim.esm:01EE62); DLC2SolstheimWorld (Dragonborn.esm:000800),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A2BC,DLC2dunKolbjornAhzidalHoldPositionList,1,DLC2dunKolbjornAhzidalHoldPosition1100 (Dragonborn.esm:03A2BD),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:034092,DLC2dunKolbjornHoldPositionListEMPTY,0,,curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03D503,DLC2dunTT2IldariHoldPositionList,1,DLC2dunTT2IldariHoldPosition (Dragonborn.esm:03D4FE),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03D290,DLC2EbonyWarriorEquipment,10,EnchArmorEbonyBootsResistFrost05 (Skyrim.esm:0CF82D); EnchArmorEbonyGauntletsOneHanded05 (Skyrim.esm:0CF867); EnchArmorEbonyCuirassHealthRate05 (Skyrim.esm:0FE2EB); EnchNecklaceResistShock06 (Skyrim.esm:0FC054); EnchRingOneHanded06 (Skyrim.esm:100E2E); EnchArmorEbonyHelmetWaterbreathing (Skyrim.esm:0CF88C); EnchArmorEbonyShieldResistFire05 (Skyrim.esm:0CF892); EnchEbonyBowShock06 (Skyrim.esm:0BF414); EbonyArrow (Skyrim.esm:0139BF); EnchEbonySwordAbsorbH06 (Skyrim.esm:01D520),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA1D,DLC2ExpSpiderCraftingBooksListDYNAMIC,0,,curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA1B,DLC2ExpSpiderCraftingBooksListSTATIC,26,DLC2ExpSpiderCrftBookFireBomb (Dragonborn.esm:01DA0F); DLC2ExpSpiderCrftBookFireBomb2x (Dragonborn.esm:01DA10); DLC2ExpSpiderCrftBookFireCloak (Dragonborn.esm:01DA11); DLC2ExpSpiderCrftBookFireCloak2x (Dragonborn.esm:01DA12); DLC2ExpSpiderCrftBookFireJumping (Dragonborn.esm:01DA13); DLC2ExpSpiderCrftBookFireJumping2x (Dragonborn.esm:01DA14); DLC2ExpSpiderCrftBookPoisonBomb (Dragonborn.esm:01DA15); DLC2ExpSpiderCrftBookPoisonBomb2x (Dragonborn.esm:01DA16); DLC2ExpSpiderCrftBookPoisonCloak (Dragonborn.esm:01DA19); DLC2ExpSpiderCrftBookPoisonCloak2x (Dragonborn.esm:01DA1A); DLC2ExpSpiderCrftBookPoisonJumping (Dragonborn.esm:01DA17); DLC2ExpSpiderCrftBookPoisonJumping2x (Dragonborn.esm:01DA18); DLC2ExpSpiderCrftBookFrostBomb (Dragonborn.esm:026D3F); DLC2ExpSpiderCrftBookFrostBomb2x (Dragonborn.esm:026D40); DLC2ExpSpiderCrftBookFrostCloak (Dragonborn.esm:026D41); DLC2ExpSpiderCrftBookFrostCloak2x (Dragonborn.esm:026D42); DLC2ExpSpiderCrftBookFrostJumping (Dragonborn.esm:026D43); DLC2ExpSpiderCrftBookFrostJumping2x (Dragonborn.esm:026D44); DLC2ExpSpiderCrftBookShockBomb (Dragonborn.esm:026D55); DLC2ExpSpiderCrftBookShockBomb2x (Dragonborn.esm:026D56); DLC2ExpSpiderCrftBookShockCloak (Dragonborn.esm:026D57); DLC2ExpSpiderCrftBookShockCloak2x (Dragonborn.esm:026D58); DLC2ExpSpiderCrftBookShockJumping (Dragonborn.esm:026D59); DLC2ExpSpiderCrftBookShockJumping2x (Dragonborn.esm:026D5A); DLC2ExpSpiderCrftBookMindControl (Dragonborn.esm:01DA1C); DLC2ExpSpiderCrftBookOil (Dragonborn.esm:027498),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:017060,DLC2ExpSpiderCraftingRecipesList,26,DLC2ExpSpiderCrftRecipeFireBomb (Dragonborn.esm:017066); DLC2ExpSpiderCrftRecipeFireBomb2x (Dragonborn.esm:01DA05); DLC2ExpSpiderCrftRecipeFireCloak (Dragonborn.esm:019528); DLC2ExpSpiderCrftRecipeFireCloak2x (Dragonborn.esm:01DA02); DLC2ExpSpiderCrftRecipeFireJumping (Dragonborn.esm:019527); DLC2ExpSpiderCrftRecipeFireJumping2x (Dragonborn.esm:01DA06); DLC2ExpSpiderCrftRecipePoisonBomb (Dragonborn.esm:01952E); DLC2ExpSpiderCrftRecipePoisonBomb2x (Dragonborn.esm:01DA07); DLC2ExpSpiderCrftRecipePoisonCloak (Dragonborn.esm:01DA01); DLC2ExpSpiderCrftRecipePoisonCloak2x (Dragonborn.esm:01DA08); DLC2ExpSpiderCrftRecipePoisonJumping (Dragonborn.esm:017065); DLC2ExpSpiderCrftRecipePoisonJumping2x (Dragonborn.esm:01DA09); DLC2ExpSpiderCrftRecipeFrostBomb (Dragonborn.esm:026D45); DLC2ExpSpiderCrftRecipeFrostBomb2x (Dragonborn.esm:026D46); DLC2ExpSpiderCrftRecipeFrostCloak (Dragonborn.esm:026D47); DLC2ExpSpiderCrftRecipeFrostCloak2x (Dragonborn.esm:026D48); DLC2ExpSpiderCrftRecipeFrostJumping (Dragonborn.esm:026D49); DLC2ExpSpiderCrftRecipeFrostJumping2x (Dragonborn.esm:026D4A); DLC2ExpSpiderCrftRecipeShockBomb (Dragonborn.esm:026D5B); DLC2ExpSpiderCrftRecipeShockBomb2x (Dragonborn.esm:026D5C); DLC2ExpSpiderCrftRecipeShockCloak (Dragonborn.esm:026D5D); DLC2ExpSpiderCrftRecipeShockCloak2x (Dragonborn.esm:026D5E); DLC2ExpSpiderCrftRecipeShockJumping (Dragonborn.esm:026D5F); DLC2ExpSpiderCrftRecipeShockJumping2x (Dragonborn.esm:026D60); DLC2ExpSpiderCrftRecipeZombie (Dragonborn.esm:01952F); DLC2ExpSpiderCrftRecipeOil (Dragonborn.esm:027499),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:017061,DLC2ExpSpiderCraftingResultsList,26,DLC2ExpSpiderCrftResultFireBomb1x (Dragonborn.esm:033192); DLC2ExpSpiderCrftResultFireBomb2x (Dragonborn.esm:01DA0B); DLC2ExpSpiderCrftResultFireCloak1x (Dragonborn.esm:033193); DLC2ExpSpiderCrftResultFireCloak2x (Dragonborn.esm:01DA04); DLC2ExpSpiderCrftResultFireJumping1x (Dragonborn.esm:033194); DLC2ExpSpiderCrftResultFireJumping2x (Dragonborn.esm:01DA0A); DLC2ExpSpiderCrftResultPoisonBomb1x (Dragonborn.esm:033198); DLC2ExpSpiderCrftResultPoisonBomb2x (Dragonborn.esm:01DA0E); DLC2ExpSpiderCrftResultPoisonCloak1x (Dragonborn.esm:033199); DLC2ExpSpiderCrftResultPoisonCloak2x (Dragonborn.esm:01DA0D); DLC2ExpSpiderCrftResultPoisonJumping1x (Dragonborn.esm:03319A); DLC2ExpSpiderCrftResultPoisonJumping2x (Dragonborn.esm:01DA0C); DLC2ExpSpiderCrftResultFrostBomb1x (Dragonborn.esm:033195); DLC2ExpSpiderCrftResultFrostBomb2x (Dragonborn.esm:026D4B); DLC2ExpSpiderCrftResultFrostCloak1x (Dragonborn.esm:033196); DLC2ExpSpiderCrftResultFrostCloak2x (Dragonborn.esm:026D4C); DLC2ExpSpiderCrftResultFrostJumping1x (Dragonborn.esm:033197); DLC2ExpSpiderCrftResultFrostJumping2x (Dragonborn.esm:026D4D); DLC2ExpSpiderCrftResultShockBomb1x (Dragonborn.esm:03319B); DLC2ExpSpiderCrftResultShockBomb2x (Dragonborn.esm:026D61); DLC2ExpSpiderCrftResultShockCloak1x (Dragonborn.esm:03319C); DLC2ExpSpiderCrftResultShockCloak2x (Dragonborn.esm:026D62); DLC2ExpSpiderCrftResultShockJumping1x (Dragonborn.esm:03319D); DLC2ExpSpiderCrftResultShockJumping2x (Dragonborn.esm:026D63); DLC2ExpSpiderZombieScroll (Dragonborn.esm:016E1C); DLC2ExpSpiderOilScroll (Dragonborn.esm:02749D),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:017066,DLC2ExpSpiderCrftRecipeFireBomb,2,GemRuby (Skyrim.esm:063B42); DLC2ExpSpiderAlbinoButtDamaged (Dragonborn.esm:01771F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA05,DLC2ExpSpiderCrftRecipeFireBomb2x,2,gemRubyFlawless (Skyrim.esm:068522); DLC2ExpSpiderAlbinoButtDamaged (Dragonborn.esm:01771F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:019528,DLC2ExpSpiderCrftRecipeFireCloak,3,GemRuby (Skyrim.esm:063B42); SaltPile (Skyrim.esm:034CDF); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA02,DLC2ExpSpiderCrftRecipeFireCloak2x,3,gemRubyFlawless (Skyrim.esm:068522); SaltPile (Skyrim.esm:034CDF); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:019527,DLC2ExpSpiderCrftRecipeFireJumping,2,GemRuby (Skyrim.esm:063B42); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA06,DLC2ExpSpiderCrftRecipeFireJumping2x,2,gemRubyFlawless (Skyrim.esm:068522); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D45,DLC2ExpSpiderCrftRecipeFrostBomb,2,GemSapphire (Skyrim.esm:063B44); DLC2ExpSpiderAlbinoButtDamaged (Dragonborn.esm:01771F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D46,DLC2ExpSpiderCrftRecipeFrostBomb2x,2,GemSapphireFlawless (Skyrim.esm:068523); DLC2ExpSpiderAlbinoButtDamaged (Dragonborn.esm:01771F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D47,DLC2ExpSpiderCrftRecipeFrostCloak,3,GemSapphire (Skyrim.esm:063B44); SaltPile (Skyrim.esm:034CDF); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D48,DLC2ExpSpiderCrftRecipeFrostCloak2x,3,GemSapphireFlawless (Skyrim.esm:068523); SaltPile (Skyrim.esm:034CDF); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D49,DLC2ExpSpiderCrftRecipeFrostJumping,2,GemSapphire (Skyrim.esm:063B44); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D4A,DLC2ExpSpiderCrftRecipeFrostJumping2x,2,GemSapphireFlawless (Skyrim.esm:068523); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027497,DLC2ExpSpiderCrftRecipeGlowing,2,GlowingMushroom (Skyrim.esm:07EE01); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027499,DLC2ExpSpiderCrftRecipeOil,2,DwarvenOil (Skyrim.esm:0F11C0); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0274A2,DLC2ExpSpiderCrftRecipePackmule,2,BoneMeal (Skyrim.esm:034CDD); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01952E,DLC2ExpSpiderCrftRecipePoisonBomb,2,GemEmerald (Skyrim.esm:063B43); DLC2ExpSpiderAlbinoButtDamaged (Dragonborn.esm:01771F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA07,DLC2ExpSpiderCrftRecipePoisonBomb2x,2,GemEmeraldFlawless (Skyrim.esm:068520); DLC2ExpSpiderAlbinoButtDamaged (Dragonborn.esm:01771F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA01,DLC2ExpSpiderCrftRecipePoisonCloak,3,GemEmerald (Skyrim.esm:063B43); SaltPile (Skyrim.esm:034CDF); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA08,DLC2ExpSpiderCrftRecipePoisonCloak2x,3,GemEmeraldFlawless (Skyrim.esm:068520); SaltPile (Skyrim.esm:034CDF); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:017065,DLC2ExpSpiderCrftRecipePoisonJumping,2,GemEmerald (Skyrim.esm:063B43); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA09,DLC2ExpSpiderCrftRecipePoisonJumping2x,2,GemEmeraldFlawless (Skyrim.esm:068520); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D5B,DLC2ExpSpiderCrftRecipeShockBomb,2,GemAmethyst (Skyrim.esm:063B46); DLC2ExpSpiderAlbinoButtDamaged (Dragonborn.esm:01771F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D5C,DLC2ExpSpiderCrftRecipeShockBomb2x,2,GemAmethystFlawless (Skyrim.esm:06851E); DLC2ExpSpiderAlbinoButtDamaged (Dragonborn.esm:01771F),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D5D,DLC2ExpSpiderCrftRecipeShockCloak,3,GemAmethyst (Skyrim.esm:063B46); SaltPile (Skyrim.esm:034CDF); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D5E,DLC2ExpSpiderCrftRecipeShockCloak2x,3,GemAmethystFlawless (Skyrim.esm:06851E); SaltPile (Skyrim.esm:034CDF); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D5F,DLC2ExpSpiderCrftRecipeShockJumping,2,GemAmethyst (Skyrim.esm:063B46); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026D60,DLC2ExpSpiderCrftRecipeShockJumping2x,2,GemAmethystFlawless (Skyrim.esm:06851E); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01952F,DLC2ExpSpiderCrftRecipeZombie,2,SoulGemsAll (Skyrim.esm:10F73D); DLC2ExpSpiderAlbinoButt (Dragonborn.esm:017719),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033192,DLC2ExpSpiderCrftResultFireBomb1x,3,DLC2ExpSpiderFireBombScroll (Dragonborn.esm:019534); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA0B,DLC2ExpSpiderCrftResultFireBomb2x,6,DLC2ExpSpiderFireBombScroll (Dragonborn.esm:019534); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033193,DLC2ExpSpiderCrftResultFireCloak1x,3,DLC2ExpSpiderFireCloakScroll (Dragonborn.esm:01952C); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA04,DLC2ExpSpiderCrftResultFireCloak2x,6,DLC2ExpSpiderFireCloakScroll (Dragonborn.esm:01952C); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033194,DLC2ExpSpiderCrftResultFireJumping1x,3,DLC2ExpSpiderFireJumpingScroll (Dragonborn.esm:014480); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E),curated record set,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01DA0A,DLC2ExpSpiderCrftResultFireJumping2x,6,DLC2ExpSpiderFireJumpingScroll (Dragonborn.esm:014480); DLC2ExpSpiderEmptyScroll01 (Dragonborn.esm:01DA03); DLC2ExpSpiderEmptyScroll02 (Dragonborn.esm:03319E); DLC2ExpSpiderEmptyScroll03 (Dragonborn.esm:03319F); DLC2ExpSpiderEmptyScroll04 (Dragonborn.esm:0331A0); DLC2ExpSpiderEmptyScroll05 (Dragonborn.esm:0331A1),curated record set,candidate-extracted
