plugin,formid,editor_id,flags,crime_values,relations,ranks,modding_use,validation
HearthFires.esm,HearthFires.esm:000E05,ServicesSpouseCCHouse18Apothecary,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E18,ServicesSpouseCCHouse18Blacksmith,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E2B,ServicesSpouseCCHouse18Innkeeper,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E3E,ServicesSpouseCCHouse18MiscVendor,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E51,ServicesSpouseCCHouse18Spells,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E06,ServicesSpouseCCHouse19Apothecary,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E19,ServicesSpouseCCHouse19Blacksmith,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E2C,ServicesSpouseCCHouse19Innkeeper,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E3F,ServicesSpouseCCHouse19MiscVendor,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E52,ServicesSpouseCCHouse19Spells,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E07,ServicesSpouseCCHouse20Apothecary,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E1A,ServicesSpouseCCHouse20Blacksmith,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E2D,ServicesSpouseCCHouse20Innkeeper,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E40,ServicesSpouseCCHouse20MiscVendor,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,HearthFires.esm:000E53,ServicesSpouseCCHouse20Spells,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,Skyrim.esm:0A3F07,ServicesWindhelmNiranye,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
HearthFires.esm,Skyrim.esm:09DA62,ServicesWinterholdBirna,"Vendor, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:028347,AlduinFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F13D8,AngasMillAerisHouseFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:06564F,AngasMillCommonHouseFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:040B60,ArenaFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,:; :; :; :; :,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:09A7B1,ArenaPacifyFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0956B4,ArenaSelfLoathingFaction,"HiddenFromPC, SpecialCombat",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,ArenaSelfLoathingFaction (Skyrim.esm:0956B4):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:044CCD,AtronachFlameFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,WarlockAllyFaction (Skyrim.esm:0E0CDA):Friend; WarlockFaction (Skyrim.esm:026724):Ally; AtronachStormFaction (Skyrim.esm:044CCF):Friend; AtronachFrostFaction (Skyrim.esm:044CCE):Friend; AtronachFlameFaction (Skyrim.esm:044CCD):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:044CCE,AtronachFrostFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,WarlockAllyFaction (Skyrim.esm:0E0CDA):Friend; WarlockFaction (Skyrim.esm:026724):Ally; AtronachStormFaction (Skyrim.esm:044CCF):Friend; AtronachFlameFaction (Skyrim.esm:044CCD):Friend; AtronachFrostFaction (Skyrim.esm:044CCE):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:044CCF,AtronachStormFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,WarlockAllyFaction (Skyrim.esm:0E0CDA):Friend; WarlockFaction (Skyrim.esm:026724):Ally; AtronachFrostFaction (Skyrim.esm:044CCE):Friend; AtronachFlameFaction (Skyrim.esm:044CCD):Friend; AtronachStormFaction (Skyrim.esm:044CCF):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E0CD9,BanditAllyFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,dunLinweFaction (Skyrim.esm:109ACF):Ally; dunRobbersGorgeBanditFaction (Skyrim.esm:0B8CAB):Ally; CaptiveFaction (Skyrim.esm:05ADD2):Friend; BanditAllyFaction (Skyrim.esm:0E0CD9):Ally; BanditFaction (Skyrim.esm:01BCC0):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:01BCC0,BanditFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,dunLinweFaction (Skyrim.esm:109ACF):Ally; TG04BrinewaterGrottoFaction (Skyrim.esm:018C14):Friend; BanditAllyFaction (Skyrim.esm:0E0CD9):Ally; dunLostKnifeCatFaction (Skyrim.esm:05938E):Friend; dunValtheimKeepBanditFaction (Skyrim.esm:0AE026):Ally; dunWhiteRiverWatchWolfFaction (Skyrim.esm:086DDB):Enemy; BanditFriendFaction (Skyrim.esm:044EF6):Friend; SkeeverFaction (Skyrim.esm:0330B1):Neutral; KhajiitCaravanFaction (Skyrim.esm:0EB091):Friend; dunPrisonerFaction (Skyrim.esm:0AA784):Friend; dunIcerunnerBanditFaction (Skyrim.esm:08E764):Ally; CaptiveFaction (Skyrim.esm:05ADD2):Friend; MS07BanditSiblings (Skyrim.esm:025F95):Ally; dunFrostmereCryptEisaFaction (Skyrim.esm:0D0025):Enemy; BanditFaction (Skyrim.esm:01BCC0):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:044EF6,BanditFriendFaction,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,dunRobbersGorgeBanditFaction (Skyrim.esm:0B8CAB):Friend; CaptiveFaction (Skyrim.esm:05ADD2):Friend; BanditFaction (Skyrim.esm:01BCC0):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:10FCB4,BardAudienceExcludedFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:108E8D,BardAudienceMarker,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:103947,BardNoRequestFaction,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0CF8F9,BardSingerFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0F6F87,BardSingerInstrumentalOnlyFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0163FA,BardSingerNoAutostart,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0FBBF3,BearFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,BearFaction (Skyrim.esm:0FBBF3):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:072834,BladesFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,BladesFaction (Skyrim.esm:072834):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0E652D,BladesRecruitsFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,DragonFaction (Skyrim.esm:032D9C):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:105A5D,BrandyMugFarmFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C97DE,C00GiantHuntFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,CompanionsFaction (Skyrim.esm:048362):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0EC25E,C00JorrvaskrFightingFaction,"HiddenFromPC, SpecialCombat",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,C00JorrvaskrFightingFaction (Skyrim.esm:0EC25E):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0C2CF9,C06KodlakAndWolfFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,dunYsgramorsTombGhostFaction (Skyrim.esm:0BC033):Friend; C06KodlakAndWolfFaction (Skyrim.esm:0C2CF9):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0FDEC5,C06PlayerWolfSpecialCombatFaction,"HiddenFromPC, SpecialCombat",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:05ADD2,CaptiveFaction,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,DruadachRedoubtFaction (Skyrim.esm:0E3609):Friend; ForswornFaction (Skyrim.esm:043599):Friend; CaptiveFaction (Skyrim.esm:05ADD2):Neutral; BanditAllyFaction (Skyrim.esm:0E0CD9):Friend; FalmerFaction (Skyrim.esm:02997E):Ally; HagravenFaction (Skyrim.esm:04359E):Friend; BanditFriendFaction (Skyrim.esm:044EF6):Friend; ForswornDogFaction (Skyrim.esm:0E0CD8):Friend; BanditFaction (Skyrim.esm:01BCC0):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:074351,CaravanALeader,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:074352,CaravanBLeader,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:074354,CaravanCLeader,Vendor,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:072FE9,CaravanGuard,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,CaravanMerchant (Skyrim.esm:072FE8):Ally,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:072FE8,CaravanMerchant,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,CaravanGuard (Skyrim.esm:072FE9):Ally,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:017F04,CarriageSystemFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:03C9A8,ChaurusFaction,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,dunPrisonerFaction (Skyrim.esm:0AA784):Friend; HagravenFaction (Skyrim.esm:04359E):Ally; WispFaction (Skyrim.esm:03E096):Friend; ChaurusFaction (Skyrim.esm:03C9A8):Ally; FalmerFaction (Skyrim.esm:02997E):Ally; SpiderFaction (Skyrim.esm:02997F):Friend; SkeeverFaction (Skyrim.esm:0330B1):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0B2849,ChickenFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,ChickenFaction (Skyrim.esm:0B2849):Ally; VampireFaction (Skyrim.esm:027242):Enemy; WE14DogFaction (Skyrim.esm:09F335):Enemy; WerewolfFaction (Skyrim.esm:043594):Enemy; WolfFaction (Skyrim.esm:03E691):Enemy; KynesPeaceFaction (Skyrim.esm:0E0D58):Enemy; dunPrisonerFaction (Skyrim.esm:0AA784):Enemy; DragonFaction (Skyrim.esm:032D9C):Enemy; HunterFaction (Skyrim.esm:04E509):Enemy; PredatorFaction (Skyrim.esm:02E893):Enemy; PreyFaction (Skyrim.esm:02E894):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:10DE9D,ChillfurrowFarmFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:103372,CollegeofWinterholdArchMageFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,CollegeofWinterholdArchMageFaction (Skyrim.esm:103372):Ally; CollegeofWinterholdFaction (Skyrim.esm:01F259):Ally,:; :; :; :; :; :; :,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:01F259,CollegeofWinterholdFaction,CanBeOwner,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,MGThalmorFaction (Skyrim.esm:0135A0):Ally; MGRitualDremoraFaction (Skyrim.esm:0DB386):Neutral; CurrentFollowerFaction (Skyrim.esm:05C84E):Ally; CollegeofWinterholdArchMageFaction (Skyrim.esm:103372):Ally; MG03OrthornFaction (Skyrim.esm:0180C5):Ally; CollegeofWinterholdFaction (Skyrim.esm:01F259):Ally,:; :; :; :; :; :; :,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0FF234,CompanionsCircle,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:109C71,CompanionsCirclePlusKodlak,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:048362,CompanionsFaction,"HiddenFromPC, TrackCrime, DoNotReportCrimesAgainstMembers, CanBeOwner",Arrest=true; AttackOnSight=false; Murder=0; Assault=0; Trespass=0; Pickpocket=50; StealMult=1; Escape=0; Werewolf=0,WERJ10EnemyFaction (Skyrim.esm:0C1A22):Enemy; dunYsgramorsTombGhostFaction (Skyrim.esm:0BC033):Enemy; SilverHandFactionPacified (Skyrim.esm:0A6F88):Friend; C00GiantHuntFaction (Skyrim.esm:0C97DE):Enemy; CompanionsFaction (Skyrim.esm:048362):Ally,:; :; :; :,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:103AFE,CompanionsFactionMinusBrillAndVignar,0,Arrest=true; AttackOnSight=false; Murder=0; Assault=0; Trespass=0; Pickpocket=50; StealMult=1; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:1070DD,CompanionsHarbingerFaction,"HiddenFromPC, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0880EC,CompanionsSingleCombatFaction,SpecialCombat,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0A3EBD,CompanionsTrainingSpecialCombatFaction,"HiddenFromPC, SpecialCombat",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:10F5A0,CompanionsTrainingSpecialCombatHateFaction,"HiddenFromPC, SpecialCombat",Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,CompanionsTrainingSpecialCombatHateFaction (Skyrim.esm:10F5A0):Enemy,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:01745F,CR04ExclusionFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:000013,CreatureFaction,HiddenFromPC,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,CreatureFriendFaction (Skyrim.esm:0D25A6):Friend; dunMossMotherValdrFaction (Skyrim.esm:0D42C8):Enemy; dunPrisonerFaction (Skyrim.esm:0AA784):Friend; DragonFaction (Skyrim.esm:032D9C):Neutral; RadiantQuestFaction (Skyrim.esm:03692E):Friend,:,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:0D25A6,CreatureFriendFaction,0,Arrest=true; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,CreatureFaction (Skyrim.esm:000013):Friend,,faction signal candidate,extracted
Skyrim.esm,Skyrim.esm:10B1FC,CrimeFactionCidhnaMine,"HiddenFromPC, TrackCrime, IgnoreMurder, IgnoreAssault, IgnoreStealing, IgnoreTrespass, IgnorePickpocket, IgnoreWerewolf",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:0267E3,CrimeFactionEastmarch,"TrackCrime, CrimeGoldUseDefaults",Arrest=true; AttackOnSight=true; Murder=1000; Assault=40; Trespass=5; Pickpocket=25; StealMult=0.5; Escape=100; Werewolf=1000,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:028170,CrimeFactionFalkreath,"TrackCrime, CrimeGoldUseDefaults, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=1000; Assault=40; Trespass=5; Pickpocket=25; StealMult=0.5; Escape=100; Werewolf=1000,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:10F72B,CrimeFactionGreybeard,TrackCrime,Arrest=false; AttackOnSight=false; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:029DB0,CrimeFactionHaafingar,"TrackCrime, CrimeGoldUseDefaults, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=1000; Assault=40; Trespass=5; Pickpocket=25; StealMult=0.5; Escape=100; Werewolf=1000,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:02816D,CrimeFactionHjaalmarch,"TrackCrime, CrimeGoldUseDefaults, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=1000; Assault=40; Trespass=5; Pickpocket=25; StealMult=0.5; Escape=100; Werewolf=1000,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:028848,CrimeFactionImperial,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:10CEE9,CrimeFactionKhajiitCaravans,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:02B036,CrimeFactionNull,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=false; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:028713,CrimeFactionOrcs,"TrackCrime, CrimeGoldUseDefaults",Arrest=true; AttackOnSight=true; Murder=1000; Assault=40; Trespass=5; Pickpocket=25; StealMult=0.5; Escape=100; Werewolf=1000,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:02816E,CrimeFactionPale,"TrackCrime, CrimeGoldUseDefaults",Arrest=true; AttackOnSight=true; Murder=1000; Assault=40; Trespass=5; Pickpocket=25; StealMult=0.5; Escape=100; Werewolf=1000,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:02816C,CrimeFactionReach,"TrackCrime, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=1000; Assault=40; Trespass=5; Pickpocket=25; StealMult=0.5; Escape=0; Werewolf=1000,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:02816B,CrimeFactionRift,"TrackCrime, CrimeGoldUseDefaults, CanBeOwner",Arrest=true; AttackOnSight=true; Murder=1000; Assault=40; Trespass=5; Pickpocket=25; StealMult=0.5; Escape=100; Werewolf=1000,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:028849,CrimeFactionSons,"HiddenFromPC, TrackCrime",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,PlayerWerewolfFaction (Skyrim.esm:091822):Enemy; VampirePCFaction (Skyrim.esm:0C4DE0):Enemy; CrimeFactionSons (Skyrim.esm:028849):Ally,,crime/hold/civic signal,extracted
Skyrim.esm,Skyrim.esm:10A794,CrimeFactionThievesGuild,"HiddenFromPC, TrackCrime, IgnoreMurder, IgnoreAssault, IgnoreStealing, IgnoreTrespass, DoNotReportCrimesAgainstMembers, IgnorePickpocket, IgnoreWerewolf",Arrest=false; AttackOnSight=true; Murder=0; Assault=0; Trespass=0; Pickpocket=0; StealMult=0; Escape=0; Werewolf=0,,,crime/hold/civic signal,extracted
