plugin,formid,editor_id,workbench_keyword,created_object,created_count,ingredients,modding_use,validation
Dragonborn.esm,Dragonborn.esm:03A9E3,DLC2TemperWeaponHorksbane,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2Horksbane (Dragonborn.esm:026490),1,IngotSteel (Skyrim.esm:05ACE5) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9E5,DLC2TemperWeaponKagrumezFateBow,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2KagrumezFateBow01 (Dragonborn.esm:02C01A),1,IngotEbony (Skyrim.esm:05AD9D) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E10F,DLC2TemperWeaponMiraakSword1,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2MKMiraakSword1 (Dragonborn.esm:0397F6),1,IngotEbony (Skyrim.esm:05AD9D) x1; DaedraHeart (Skyrim.esm:03AD5B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E110,DLC2TemperWeaponMiraakSword2,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2MKMiraakSword2 (Dragonborn.esm:039FB1),1,IngotEbony (Skyrim.esm:05AD9D) x1; DaedraHeart (Skyrim.esm:03AD5B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E111,DLC2TemperWeaponMiraakSword3,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2MKMiraakSword3 (Dragonborn.esm:039FB4),1,IngotEbony (Skyrim.esm:05AD9D) x1; DaedraHeart (Skyrim.esm:03AD5B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9DB,DLC2TemperWeaponNordicBattleAxe,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2NordicBattleaxe (Dragonborn.esm:01CDAD),1,IngotQuicksilver (Skyrim.esm:05ADA0) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9DC,DLC2TemperWeaponNordicBow,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2NordicBow (Dragonborn.esm:026232),1,IngotQuicksilver (Skyrim.esm:05ADA0) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9DD,DLC2TemperWeaponNordicDagger,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2NordicDagger (Dragonborn.esm:01CDAE),1,IngotQuicksilver (Skyrim.esm:05ADA0) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9DE,DLC2TemperWeaponNordicGreatsword,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2NordicGreatsword (Dragonborn.esm:01CDAF),1,IngotQuicksilver (Skyrim.esm:05ADA0) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9DF,DLC2TemperWeaponNordicMace,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2NordicMace (Dragonborn.esm:01CDB0),1,IngotQuicksilver (Skyrim.esm:05ADA0) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9E0,DLC2TemperWeaponNordicSword,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2NordicSword (Dragonborn.esm:01CDB1),1,IngotQuicksilver (Skyrim.esm:05ADA0) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9E1,DLC2TemperWeaponNordicWarAxe,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2NordicWarAxe (Dragonborn.esm:01CDB2),1,IngotQuicksilver (Skyrim.esm:05ADA0) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9E2,DLC2TemperWeaponNordicWarhammer,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2NordicWarhammer (Dragonborn.esm:01CDB3),1,IngotQuicksilver (Skyrim.esm:05ADA0) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03AA9A,DLC2TemperWeaponSoulrender,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2dunHaknirScimitar02 (Dragonborn.esm:036689),1,IngotEbony (Skyrim.esm:05AD9D) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9C5,DLC2TemperWeaponStalhrimBattleAxe,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2StalhrimBattleaxe (Dragonborn.esm:01CDB4),1,DLC2OreStalhrim (Dragonborn.esm:02B06B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9C6,DLC2TemperWeaponStalhrimBow,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2StalhrimBow (Dragonborn.esm:026231),1,DLC2OreStalhrim (Dragonborn.esm:02B06B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9C7,DLC2TemperWeaponStalhrimDagger,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2StalhrimDagger (Dragonborn.esm:01CDB5),1,DLC2OreStalhrim (Dragonborn.esm:02B06B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9C8,DLC2TemperWeaponStalhrimGreatsword,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2StalhrimGreatsword (Dragonborn.esm:01CDB6),1,DLC2OreStalhrim (Dragonborn.esm:02B06B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9C9,DLC2TemperWeaponStalhrimMace,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2StalhrimMace (Dragonborn.esm:01CDB7),1,DLC2OreStalhrim (Dragonborn.esm:02B06B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9CA,DLC2TemperWeaponStalhrimSword,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2StalhrimSword (Dragonborn.esm:01CDB8),1,DLC2OreStalhrim (Dragonborn.esm:02B06B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9CB,DLC2TemperWeaponStalhrimWarAxe,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2StalhrimWarAxe (Dragonborn.esm:01CDB9),1,DLC2OreStalhrim (Dragonborn.esm:02B06B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A9CC,DLC2TemperWeaponStalhrimWarhammer,CraftingSmithingSharpeningWheel (Skyrim.esm:088108),DLC2StalhrimWarhammer (Dragonborn.esm:01CDBA),1,DLC2OreStalhrim (Dragonborn.esm:02B06B) x1,Malacath/Zenithar craft-labor,candidate-extracted
Dragonborn.esm,Dragonborn.esm:018CB0,testPhilSmeltArmorIronCuirass,testPhilCraftingBreakItDowner (Dragonborn.esm:018CB1),IngotIron (Skyrim.esm:05ACE4),2,ArmorIronCuirass (Skyrim.esm:012E49) x1,Malacath/Zenithar craft-labor,candidate-extracted
HearthFires.esm,HearthFires.esm:007881,BYOHHouseExteriorRecipe001Stable,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHouseExteriorPart01Stable (HearthFires.esm:0071DC),1,BYOHMaterialLog (HearthFires.esm:00300E) x3; BYOHMaterialNails (HearthFires.esm:00300F) x5,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:007882,BYOHHouseExteriorRecipe002Garden,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHouseExteriorPart02Garden (HearthFires.esm:0071DD),1,BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:007883,BYOHHouseExteriorRecipe003AnimalPen,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHouseExteriorPart03AnimalPen (HearthFires.esm:0071DE),1,BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:007885,BYOHHouseExteriorRecipe004Smelter,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHouseExteriorPart04Smelter (HearthFires.esm:007884),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x2; IngotIron (Skyrim.esm:05ACE4) x5; BYOHMaterialClay (HearthFires.esm:003043) x6; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,ore/smelting labor,candidate-extracted
HearthFires.esm,HearthFires.esm:00C1E3,BYOHHouseExteriorRecipe005ArmorWorkbench,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHouseExteriorPart05ArmorWorkbench (HearthFires.esm:00C1E1),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x2; IngotIron (Skyrim.esm:05ACE4) x1; BYOHMaterialLog (HearthFires.esm:00300E) x1,Malacath/Zenithar craft-labor,candidate-extracted
HearthFires.esm,HearthFires.esm:00C1E4,BYOHHouseExteriorRecipe006Grindstone,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHouseExteriorPart06Grindstone (HearthFires.esm:00C1E2),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x1; BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialFittingsIron (HearthFires.esm:003035) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:01515E,BYOHHouseExteriorRecipe007Apiary,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHouseExteriorPart07Apiary (HearthFires.esm:01515C),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x1; BYOHMaterialStraw (HearthFires.esm:005A68) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:01515F,BYOHHouseExteriorRecipe008Mill,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHouseExteriorPart08Mill (HearthFires.esm:01515D),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x2; BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialFittingsIron (HearthFires.esm:003035) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0008CF,BYOHHouseExteriorRecipe009FishHatchery,BYOHBuildingCarpenter (HearthFires.esm:003015),BYOHHouseExteriorPart09FishHatchery (HearthFires.esm:0008CA),1,BYOHMaterialStoneBlock (HearthFires.esm:00306C) x3; BYOHMaterialLog (HearthFires.esm:00300E) x3; BYOHMaterialNails (HearthFires.esm:00300F) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0030DC,BYOHHouseInteriorRecipePart001Fireplace,BYOHBuildingInteriorPart001Fireplace01 (HearthFires.esm:0030DE),BYOHHouseInteriorPart001Fireplace (HearthFires.esm:0030DD),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialStoneBlock (HearthFires.esm:00306C) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A56,BYOHHouseInteriorRecipePart002DiningTableChairs01,BYOHBuildingInteriorPart002DiningTableChairs01 (HearthFires.esm:0059D3),BYOHHouseInteriorPart002DiningTableChairs (HearthFires.esm:005A13),1,BYOHMaterialLog (HearthFires.esm:00300E) x3; BYOHMaterialNails (HearthFires.esm:00300F) x5,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A57,BYOHHouseInteriorRecipePart003WallShelvesx2_01,BYOHBuildingInteriorPart003WallShelvesx2_01 (HearthFires.esm:0059D5),BYOHHouseInteriorPart003WallShelvesx2_01 (HearthFires.esm:005A14),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003108,BYOHHouseInteriorRecipePart004TableSquareChairs01,BYOHBuildingInteriorPart004TableSquareChairs01 (HearthFires.esm:00310A),BYOHHouseInteriorPart004TableSquareChairs01 (HearthFires.esm:005A15),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A5C,BYOHHouseInteriorRecipePart005TableSquareChairs01,BYOHBuildingInteriorPart005TableSquareChairs02 (HearthFires.esm:0059D7),BYOHHouseInteriorPart005TableSquareChairs02new (HearthFires.esm:0009BC),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:00303A,BYOHHouseInteriorRecipePart006Chest01,BYOHBuildingInteriorPart006Chest01 (HearthFires.esm:0059D8),BYOHHouseInteriorPart006Chest01 (HearthFires.esm:005A17),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1; BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialHinge (HearthFires.esm:003011) x2; BYOHMaterialLock (HearthFires.esm:003012) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A5E,BYOHHouseInteriorRecipePart007Chest02,BYOHBuildingInteriorPart007Chest02 (HearthFires.esm:0059D9),BYOHHouseInteriorPart007Chest02 (HearthFires.esm:005A18),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1; BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialHinge (HearthFires.esm:003011) x2; BYOHMaterialLock (HearthFires.esm:003012) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A60,BYOHHouseInteriorRecipePart008DisplayTableLow01,BYOHBuildingInteriorPart008DisplayTableLow01 (HearthFires.esm:0059DA),BYOHHouseInteriorPart008DisplayTableLow01 (HearthFires.esm:005A19),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x4; BYOHMaterialHinge (HearthFires.esm:003011) x1; BYOHMaterialGlass (HearthFires.esm:005A69) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A6A,BYOHHouseInteriorRecipePart009AlchemyTable01,BYOHBuildingInteriorPart009AlchemyTable01 (HearthFires.esm:0059DB),BYOHHouseInteriorPart009AlchemyTable01 (HearthFires.esm:005A1A),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x2; BYOHMaterialGlass (HearthFires.esm:005A69) x1; IngotQuicksilver (Skyrim.esm:05ADA0) x1; IngotIron (Skyrim.esm:05ACE4) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A6C,BYOHHouseInteriorRecipePart010Washbasin01,BYOHBuildingInteriorPart010Washbasin01 (HearthFires.esm:0059DC),BYOHHouseInteriorPart010Washbasin01 (HearthFires.esm:005A1B),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1; IngotIron (Skyrim.esm:05ACE4) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A6D,BYOHHouseInteriorRecipePart011TableRoundChairs01,BYOHBuildingInteriorPart011TableRoundChairs01 (HearthFires.esm:0059DD),BYOHHouseInteriorPart011TableRoundChairs01 (HearthFires.esm:005A1C),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A5D,BYOHHouseInteriorRecipePart012TableSquareChairs01,BYOHBuildingInteriorPart012TableSquareChairs03 (HearthFires.esm:0059DE),BYOHHouseInteriorPart012TableSquareChairs03 (HearthFires.esm:005A1D),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A71,BYOHHouseInteriorRecipePart013ShelfTall01,BYOHBuildingInteriorPart013ShelfTall01 (HearthFires.esm:0059DF),BYOHHouseInteriorPart013ShelfTall01 (HearthFires.esm:005A1E),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A76,BYOHHouseInteriorRecipePart014WeaponPlaquex2_01,BYOHBuildingInteriorPart014WeaponPlaquex2_01 (HearthFires.esm:0059E9),BYOHHouseInteriorPart014WeaponPlaquex2_01 (HearthFires.esm:005A21),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialFittingsIron (HearthFires.esm:003035) x2,Malacath/Zenithar craft-labor,candidate-extracted
HearthFires.esm,HearthFires.esm:005A7A,BYOHHouseInteriorRecipePart015Desk,BYOHBuildingInteriorPart015Desk01 (HearthFires.esm:0059EA),BYOHHouseInteriorPart015Desk01 (HearthFires.esm:005A22),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialNails (HearthFires.esm:00300F) x2; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A7F,BYOHHouseInteriorRecipePart016Safe01,BYOHBuildingInteriorPart016Safe01 (HearthFires.esm:0059EB),BYOHHouseInteriorPart016Safe01 (HearthFires.esm:005A23),1,BYOHMaterialLock (HearthFires.esm:003012) x1; BYOHMaterialHinge (HearthFires.esm:003011) x1; IngotSteel (Skyrim.esm:05ACE5) x3,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A80,BYOHHouseInteriorRecipePart017Anvil01,BYOHBuildingInteriorPart017Anvil01 (HearthFires.esm:0059EC),BYOHHouseInteriorPart017Anvil01 (HearthFires.esm:005A24),1,IngotIron (Skyrim.esm:05ACE4) x4; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A61,BYOHHouseInteriorRecipePart018WardrobeSmall01,BYOHBuildingInteriorPart018WardrobeSmall01 (HearthFires.esm:0059EE),BYOHHouseInteriorPart018WardrobeSmall01 (HearthFires.esm:005A25),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialNails (HearthFires.esm:00300F) x2; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A62,BYOHHouseInteriorRecipePart019DisplayWardrobeSmall01,BYOHBuildingInteriorPart019DisplayWardrobeSmall01 (HearthFires.esm:0059ED),BYOHHouseInteriorPart019DisplayWardrobeSmall01 (HearthFires.esm:005A26),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialNails (HearthFires.esm:00300F) x4; BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialHinge (HearthFires.esm:003011) x1; BYOHMaterialGlass (HearthFires.esm:005A69) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A81,BYOHHouseInteriorRecipePart020Cupboard01,BYOHBuildingInteriorPart020Cupboard01 (HearthFires.esm:0059EF),BYOHHouseInteriorPart020Cupboard01 (HearthFires.esm:005A27),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x4; BYOHMaterialFittingsIron (HearthFires.esm:003035) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A58,BYOHHouseInteriorRecipePart021WallShelvesx2_02,BYOHBuildingInteriorPart021WallShelvesx2_02 (HearthFires.esm:0059E4),BYOHHouseInteriorPart021WallShelvesx2_02 (HearthFires.esm:005A28),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A59,BYOHHouseInteriorRecipePart022WallShelvesx4_01,BYOHBuildingInteriorPart022WallShelvesx4_01 (HearthFires.esm:0059E6),BYOHHouseInteriorPart022WallShelvesx4_01 (HearthFires.esm:005A29),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x2,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A84,BYOHHouseInteriorRecipePart023ShelfCorner01,BYOHBuildingInteriorPart023ShelfCorner01 (HearthFires.esm:0059F0),BYOHHouseInteriorPart023ShelfCorner01 (HearthFires.esm:005A2A),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x3,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A7C,BYOHHouseInteriorRecipePart024WeaponPlaque01,BYOHBuildingInteriorPart024WeaponPlaque01 (HearthFires.esm:0059E7),BYOHHouseInteriorPart024WeaponPlaque01 (HearthFires.esm:005A2B),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialFittingsIron (HearthFires.esm:003035) x1,Malacath/Zenithar craft-labor,candidate-extracted
HearthFires.esm,HearthFires.esm:005A63,BYOHHouseInteriorRecipePart025WardrobeSmall02,BYOHBuildingInteriorPart025WardrobeSmall02 (HearthFires.esm:0059F2),BYOHHouseInteriorPart025WardrobeSmall02 (HearthFires.esm:005A2C),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialNails (HearthFires.esm:00300F) x2; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A72,BYOHHouseInteriorRecipePart026ShelfTall02,BYOHBuildingInteriorPart026ShelfTall02 (HearthFires.esm:0059E0),BYOHHouseInteriorPart026ShelfTall02 (HearthFires.esm:005A1F),1,BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialNails (HearthFires.esm:00300F) x4,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A77,BYOHHouseInteriorRecipePart027DisplayCase01,BYOHBuildingInteriorPart027DisplayCase01 (HearthFires.esm:0059F3),BYOHHouseInteriorPart027DisplayCase01 (HearthFires.esm:005A2D),1,BYOHMaterialNails (HearthFires.esm:00300F) x2; BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialHinge (HearthFires.esm:003011) x1; BYOHMaterialGlass (HearthFires.esm:005A69) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0030E5,BYOHHouseInteriorRecipePart028Chair01,BYOHBuildingInteriorPart028Chair01 (HearthFires.esm:0030E1),BYOHHouseInteriorPart028Chair01 (HearthFires.esm:0030E8),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0030EE,BYOHHouseInteriorRecipePart029Chair02,BYOHBuildingInteriorPart029Chair02 (HearthFires.esm:0030E2),BYOHHouseInteriorPart029Chair02 (HearthFires.esm:0030E9),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A7B,BYOHHouseInteriorRecipePart030Desk02,BYOHBuildingInteriorPart030Desk02 (HearthFires.esm:0059F5),BYOHHouseInteriorPart030Desk02 (HearthFires.esm:005A2F),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialNails (HearthFires.esm:00300F) x2; BYOHMaterialLog (HearthFires.esm:00300E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A78,BYOHHouseInteriorRecipePart031DisplayCase02,BYOHBuildingInteriorPart031DisplayCase02 (HearthFires.esm:0059F4),BYOHHouseInteriorPart031DisplayCase02 (HearthFires.esm:005A2E),1,BYOHMaterialNails (HearthFires.esm:00300F) x2; BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialHinge (HearthFires.esm:003011) x1; BYOHMaterialGlass (HearthFires.esm:005A69) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A64,BYOHHouseInteriorRecipePart032WardrobeTall01,BYOHBuildingInteriorPart032WardrobeTall01 (HearthFires.esm:0059F6),BYOHHouseInteriorPart032WardrobeTall01 (HearthFires.esm:005A31),1,BYOHMaterialFittingsIron (HearthFires.esm:003035) x1; BYOHMaterialNails (HearthFires.esm:00300F) x4; BYOHMaterialLog (HearthFires.esm:00300E) x2; BYOHMaterialHinge (HearthFires.esm:003011) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A6B,BYOHHouseInteriorRecipePart033EnchantingTable01,BYOHBuildingInteriorPart033EnchantingTable01 (HearthFires.esm:0059F7),BYOHHouseInteriorPart033EnchantingTable01 (HearthFires.esm:005A32),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1; BYOHMaterialGlass (HearthFires.esm:005A69) x1; IngotIMoonstone (Skyrim.esm:05AD9F) x1; IngotIron (Skyrim.esm:05ACE4) x1; SoulGemGrandFilled (Skyrim.esm:02E4FF) x1; IngotGold (Skyrim.esm:05AD9E) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A7D,BYOHHouseInteriorRecipePart034WeaponPlaque01,BYOHBuildingInteriorPart034WeaponPlaque02 (HearthFires.esm:0059E8),BYOHHouseInteriorPart034WeaponPlaque02 (HearthFires.esm:005A33),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialFittingsIron (HearthFires.esm:003035) x1,Malacath/Zenithar craft-labor,candidate-extracted
HearthFires.esm,HearthFires.esm:005A85,BYOHHouseInteriorRecipePart035ShelfCorner02,BYOHBuildingInteriorPart035ShelfCorner02 (HearthFires.esm:0059F1),BYOHHouseInteriorPart035ShelfCorner02 (HearthFires.esm:005A34),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x3,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0030EF,BYOHHouseInteriorRecipePart036BedSingle01,BYOHBuildingInteriorPart036BedSingle01 (HearthFires.esm:0030E3),BYOHHouseInteriorPart036BedSingle01 (HearthFires.esm:0030EC),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1; LeatherStrips (Skyrim.esm:0800E4) x2; BYOHMaterialStraw (HearthFires.esm:005A68) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A86,BYOHHouseInteriorRecipePart037BedSingle02,BYOHBuildingInteriorPart037BedSingle02 (HearthFires.esm:0030E4),BYOHHouseInteriorPart037BedSingle02 (HearthFires.esm:0030ED),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1; LeatherStrips (Skyrim.esm:0800E4) x2; BYOHMaterialStraw (HearthFires.esm:005A68) x1,crafting signal candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:005A5A,BYOHHouseInteriorRecipePart038WallShelvesx3_01,BYOHBuildingInteriorPart038WallShelvesx3 (HearthFires.esm:0059E5),BYOHHouseInteriorPart038WallShelvesx3 (HearthFires.esm:005A35),1,BYOHMaterialLog (HearthFires.esm:00300E) x1; BYOHMaterialNails (HearthFires.esm:00300F) x1,crafting signal candidate,candidate-extracted
