plugin,record_type,formid,editor_id,name,keywords,flags,value,weight,semantic_tag_candidate,validation
Skyrim.esm,ARMO,Skyrim.esm:08B67A,EnchArmorDwarvenCuirassAlteration03,Dwarven Armor of Major Alteration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialDwarven (Skyrim.esm:06BBD7); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,400,45,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF5E,EnchArmorDwarvenCuirassAlteration04,Dwarven Armor of Eminent Alteration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialDwarven (Skyrim.esm:06BBD7); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,400,45,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF824,EnchArmorEbonyBootsCarry03,Ebony Boots of Strength,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF825,EnchArmorEbonyBootsCarry04,Ebony Boots of Brawn,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF826,EnchArmorEbonyBootsCarry05,Ebony Boots of the Ox,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF827,EnchArmorEbonyBootsMuffle,Ebony Boots of Muffling,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF828,EnchArmorEbonyBootsResistFire03,Ebony Boots of Dwindling Flames,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF829,EnchArmorEbonyBootsResistFire04,Ebony Boots of Fire Suppression,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF82A,EnchArmorEbonyBootsResistFire05,Ebony Boots of Fire Abatement,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF82B,EnchArmorEbonyBootsResistFrost03,Ebony Boots of Dwindling Frost,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF82C,EnchArmorEbonyBootsResistFrost04,Ebony Boots of Frost Suppression,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF82D,EnchArmorEbonyBootsResistFrost05,Ebony Boots of Frost Abatement,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF82E,EnchArmorEbonyBootsResistShock03,Ebony Boots of Dwindling Shock,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF82F,EnchArmorEbonyBootsResistShock04,Ebony Boots of Shock Suppression,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF830,EnchArmorEbonyBootsResistShock05,Ebony Boots of Shock Abatement,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10DF83,EnchArmorEbonyBootsStamina03,Ebony Boots of Major Stamina,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10DF84,EnchArmorEbonyBootsStamina04,Ebony Boots of Eminent Stamina,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10DF85,EnchArmorEbonyBootsStamina05,Ebony Boots of Extreme Stamina,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorBoots (Skyrim.esm:06C0ED); VendorItemArmor (Skyrim.esm:08F959),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF6B,EnchArmorEbonyCuirassAlteration03,Ebony Armor of Major Alteration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF6C,EnchArmorEbonyCuirassAlteration04,Ebony Armor of Eminent Alteration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF6D,EnchArmorEbonyCuirassAlteration05,Ebony Armor of Extreme Alteration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF6E,EnchArmorEbonyCuirassConjuration03,Ebony Armor of Major Conjuring,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF6F,EnchArmorEbonyCuirassConjuration04,Ebony Armor of Eminent Conjuring,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF70,EnchArmorEbonyCuirassConjuration05,Ebony Armor of Extreme Conjuring,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF71,EnchArmorEbonyCuirassDestruction03,Ebony Armor of Major Destruction,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF72,EnchArmorEbonyCuirassDestruction04,Ebony Armor of Eminent Destruction,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF78,EnchArmorEbonyCuirassDestruction05,Ebony Armor of Extreme Destruction,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF837,EnchArmorEbonyCuirassHealth03,Ebony Armor of Major Health,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF838,EnchArmorEbonyCuirassHealth04,Ebony Armor of Eminent Health,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF839,EnchArmorEbonyCuirassHealth05,Ebony Armor of Extreme Health,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0FE2E9,EnchArmorEbonyCuirassHealthRate03,Ebony Armor of Remedy,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0FE2EA,EnchArmorEbonyCuirassHealthRate04,Ebony Armor of Mending,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0FE2EB,EnchArmorEbonyCuirassHealthRate05,Ebony Armor of Regeneration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF83A,EnchArmorEbonyCuirassHeavyArmor03,Ebony Armor of the Major Knight,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF83B,EnchArmorEbonyCuirassHeavyArmor04,Ebony Armor of the Eminent Knight,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF83C,EnchArmorEbonyCuirassHeavyArmor05,Ebony Armor of the Noble Knight,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF73,EnchArmorEbonyCuirassIllusion03,Ebony Armor of Major Illusion,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF74,EnchArmorEbonyCuirassIllusion04,Ebony Armor of Eminent Illusion,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF79,EnchArmorEbonyCuirassIllusion05,Ebony Armor of Extreme Illusion,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF75,EnchArmorEbonyCuirassRestoration03,Ebony Armor of Major Restoration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF76,EnchArmorEbonyCuirassRestoration04,Ebony Armor of Eminent Restoration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:10CF77,EnchArmorEbonyCuirassRestoration05,Ebony Armor of Extreme Restoration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0FE2EC,EnchArmorEbonyCuirassStaminaRate03,Ebony Armor of Recuperation,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0FE2ED,EnchArmorEbonyCuirassStaminaRate04,Ebony Armor of Rejuvenation,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0FE2EE,EnchArmorEbonyCuirassStaminaRate05,Ebony Armor of Invigoration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorCuirass (Skyrim.esm:06C0EC); VendorItemArmor (Skyrim.esm:08F959),,1500,38,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF84D,EnchArmorEbonyGauntletsAlchemy03,Ebony Gauntlets of Major Alchemy,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF84E,EnchArmorEbonyGauntletsAlchemy04,Ebony Gauntlets of Eminent Alchemy,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF84F,EnchArmorEbonyGauntletsAlchemy05,Ebony Gauntlets of Extreme Alchemy,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF862,EnchArmorEbonyGauntletsMarksman03,Ebony Gauntlets of Major Archery,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF863,EnchArmorEbonyGauntletsMarksman04,Ebony Gauntlets of Eminent Archery,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF864,EnchArmorEbonyGauntletsMarksman05,Ebony Gauntlets of Extreme Archery,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF865,EnchArmorEbonyGauntletsOneHanded03,Ebony Gauntlets of Major Wielding,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF866,EnchArmorEbonyGauntletsOneHanded04,Ebony Gauntlets of Eminent Wielding,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF867,EnchArmorEbonyGauntletsOneHanded05,Ebony Gauntlets of Extreme Wielding,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF86B,EnchArmorEbonyGauntletsSmithing03,Ebony Gauntlets of Major Smithing,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF86C,EnchArmorEbonyGauntletsSmithing04,Ebony Gauntlets of Eminent Smithing,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF86D,EnchArmorEbonyGauntletsSmithing05,Ebony Gauntlets of Extreme Smithing,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF86E,EnchArmorEbonyGauntletsTwoHanded03,Ebony Gauntlets of Major Sure Grip,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF86F,EnchArmorEbonyGauntletsTwoHanded04,Ebony Gauntlets of Eminent Sure Grip,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF870,EnchArmorEbonyGauntletsTwoHanded05,Ebony Gauntlets of Extreme Sure Grip,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorGauntlets (Skyrim.esm:06C0EF); VendorItemArmor (Skyrim.esm:08F959); PerkFistsEbony (Skyrim.esm:02C178),,275,7,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF871,EnchArmorEbonyHelmetAlchemy03,Ebony Helmet of Major Alchemy,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorHelmet (Skyrim.esm:06C0EE); VendorItemArmor (Skyrim.esm:08F959),,750,10,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF872,EnchArmorEbonyHelmetAlchemy04,Ebony Helmet of Eminent Alchemy,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorHelmet (Skyrim.esm:06C0EE); VendorItemArmor (Skyrim.esm:08F959),,750,10,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF873,EnchArmorEbonyHelmetAlchemy05,Ebony Helmet of Extreme Alchemy,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorHelmet (Skyrim.esm:06C0EE); VendorItemArmor (Skyrim.esm:08F959),,750,10,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF874,EnchArmorEbonyHelmetAlteration03,Ebony Helmet of Major Alteration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorHelmet (Skyrim.esm:06C0EE); VendorItemArmor (Skyrim.esm:08F959),,750,10,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF875,EnchArmorEbonyHelmetAlteration04,Ebony Helmet of Eminent Alteration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorHelmet (Skyrim.esm:06C0EE); VendorItemArmor (Skyrim.esm:08F959),,750,10,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF876,EnchArmorEbonyHelmetAlteration05,Ebony Helmet of Extreme Alteration,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorHelmet (Skyrim.esm:06C0EE); VendorItemArmor (Skyrim.esm:08F959),,750,10,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF877,EnchArmorEbonyHelmetConjuration03,Ebony Helmet of Major Conjuring,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorHelmet (Skyrim.esm:06C0EE); VendorItemArmor (Skyrim.esm:08F959),,750,10,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF878,EnchArmorEbonyHelmetConjuration04,Ebony Helmet of Eminent Conjuring,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorHelmet (Skyrim.esm:06C0EE); VendorItemArmor (Skyrim.esm:08F959),,750,10,SkyrimRef_CraftLaborCandidate,candidate-extracted
Skyrim.esm,ARMO,Skyrim.esm:0CF879,EnchArmorEbonyHelmetConjuration05,Ebony Helmet of Extreme Conjuring,ArmorHeavy (Skyrim.esm:06BBD2); ArmorMaterialEbony (Skyrim.esm:06BBD8); ArmorHelmet (Skyrim.esm:06C0EE); VendorItemArmor (Skyrim.esm:08F959),,750,10,SkyrimRef_CraftLaborCandidate,candidate-extracted
