plugin,formid,editor_id,name,type,teaches,keywords,value,modding_use,validation
Dragonborn.esm,Dragonborn.esm:030C9B,DLC2FrostmothLetter02,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:030C9C,DLC2FrostmothLetter03,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:030C9D,DLC2FrostmothLetter04,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02649C,DLC2HorkerIslandJournal,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),1,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:028FAF,DLC2HrodulfJournal,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),10,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02B23A,DLC2HrodulfsHouseNote00,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),1,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02B23B,DLC2HrodulfsHouseNote01,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),1,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027E4D,DLC2IldariJournalV1,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027E4E,DLC2IldariJournalV2,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027E4F,DLC2IldariJournalV3,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033C7D,dlc2MerchNote,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01FF2A,DLC2MogrulNote,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A35F,DLC2MQ06PuzzleBook01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),100,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A360,DLC2MQ06PuzzleBook02,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),100,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A361,DLC2MQ06PuzzleBook03,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),100,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A362,DLC2MQ06PuzzleBook04,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),100,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03537C,DLC2POIUshaNote01,,BookOrTome,RawContent:,,10,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026AE7,DLC2RR01ExperimentJournal,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),125,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01F31B,DLC2RR02EvidenceNote,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:020A2F,DLC2RR03GratiansJournal,,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),125,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:020A44,DLC2RR03GratiansLetter,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02BAC7,DLC2RRF07Book,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),25,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A4B3,DLC2RRLetterBulwark01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A4B2,DLC2RRLetterDinyaHouse01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A2A0,DLC2RRLetterFethisHouse01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A2A1,DLC2RRLetterFethisHouse02,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A2A2,DLC2RRLetterFethisHouse03,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A4B4,DLC2RRLetterIenthHouse01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A4DC,DLC2RRLetterMorvayn01,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:03A4DD,DLC2RRLetterMorvayn02,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0177B5,DLC2SpellTomeAshRune,,BookOrTome,Spell:DLC2AshRune (Dragonborn.esm:0177AF),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),635,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0177AC,DLC2SpellTomeAshShell,,BookOrTome,Spell:DLC2AshShell (Dragonborn.esm:017731),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),425,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01CE07,DLC2SpellTomeBoundDagger,,BookOrTome,Spell:DLC2BoundDagger (Dragonborn.esm:01CE06),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),38,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01AABA,DLC2SpellTomeConjureAshGuardian,,BookOrTome,Spell:DLC2AshGuardianRune (Dragonborn.esm:017782),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),720,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01E2B1,DLC2SpellTomeConjureAshSpawn,,BookOrTome,Spell:DLC2ConjureAshSpawn (Dragonborn.esm:01CDF6),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),338,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033C67,DLC2SpellTomeConjureSeeker,,BookOrTome,Spell:DLC2ConjureSeeker (Dragonborn.esm:033C66),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),307,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0177BD,DLC2SpellTomeFrenzyRune,,BookOrTome,Spell:DLC2FrenzyRune (Dragonborn.esm:0177B7),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),310,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:020685,DLC2SpellTomePoisonRune,,BookOrTome,Spell:DLC2PoisonRune (Dragonborn.esm:01D74B),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),290,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0177AD,DLC2SpellTomeWhirlwindCloak,,BookOrTome,Spell:DLC2WhirlwindCloak (Dragonborn.esm:01772D),VendorItemBook (Skyrim.esm:0937A2); VendorItemSpellTome (Skyrim.esm:0937A5),395,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:033154,DLC2SV02ThalmorNote,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:02AD41,DLC2TGLetter,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:026562,DLC2WB01Journal,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),25,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027A13,DLC2WE05Note,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027A21,DLC2WE06Note,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:027E9F,DLC2WE08Note,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:037251,DLC2WE11Note,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0280C2,DLC2WhiteRidgeBarrowMerilarsJournal,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:0280C1,DLC2WhiteRidgeBarrowServosJournal,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Dragonborn.esm,Dragonborn.esm:01BEF1,dunNchuandZelKragBookDUPLICATE001,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003F7C,BYOHAdoptionConstanceLetter,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:003F78,BYOHAdoptionStewardCourierNote,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0008AE,BYOHHouseBanditAttack2Note,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:0030A1,BYOHHouseJarlFriendLetter,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:010BEF,BYOHHouseJarlFriendLetter2,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
HearthFires.esm,HearthFires.esm:016130,BYOHHouseJarlIntroLetter,,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F776,AtrFrgDaedricRecipe00,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F777,AtrFrgDaedricRecipe01,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F778,AtrFrgDaedricRecipe02,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F779,AtrFrgDaedricRecipe03,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F77A,AtrFrgDaedricRecipe04,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F77B,AtrFrgDaedricRecipe05,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F77C,AtrFrgDaedricRecipe06,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F77D,AtrFrgDaedricRecipe07,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F77E,AtrFrgDaedricRecipe08,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F77F,AtrFrgDaedricRecipe09,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F780,AtrFrgDaedricRecipe10,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F781,AtrFrgDaedricRecipe11,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F782,AtrFrgDaedricRecipe12,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F783,AtrFrgDaedricRecipe13,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F784,AtrFrgDaedricRecipe14,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F785,AtrFrgDaedricRecipe15,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:10F786,AtrFrgDaedricRecipe16,Atronach Forge Recipe,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),0,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01B00C,Book02920v7,"2920, Sun's Height, v7",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFF3,Book0AhzirrTraajijazeri,Ahzirr Traajijazeri,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFD7,Book0ArgonianAccountBook1,"Argonian Account, Book 1",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFFC,Book0ArgonianAccountBook3,"Argonian Account, Book 3",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFC2,Book0BlackArrowV1,"The Black Arrow, v1",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFC0,Book0DanceInFireV1,"A Dance in Fire, v1",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFD4,Book0DanceInFireV3,"A Dance in Fire, v3",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFC1,Book0DanceInFireV4,"A Dance in Fire, v4",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFF1,Book0ImmortalBlood,Immortal Blood,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFC3,Book0MysteryOfTalaraV1,"Mystery of Talara, v 1",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED039,Book0NightingalesFactOrFiction,Nightingales: Fact or Fiction?,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFFE,Book0PallaV1,"Palla, volume 1",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFD3,Book0RansomOfZarek,The Ransom of Zarek,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0F84A1,Book0Shadowmarks,Shadowmarks,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),30,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFF2,Book0WolfQueenV2,"The Wolf Queen, v2",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01AFFB,Book0WolfQueenV3,"The Wolf Queen, v3",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01B00B,Book0WolfQueenV4,"The Wolf Queen, v4",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01B024,Book0WolfQueenV5,"The Wolf Queen, v5",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01B026,Book0WolfQueenV7,"The Wolf Queen, v7",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACB5,Book1CheapBiographyofBarenziahvI,"Biography of Barenziah, v1",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACB6,Book1CheapBiographyofBarenziahvII,"Biography of Barenziah, v2",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACB7,Book1CheapBiographyofBarenziahvIII,"Biography of Barenziah, v3",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACB9,Book1CheapBriefHistoryoftheEmpirev1,"Brief History of the Empire, v1",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACBA,Book1CheapBriefHistoryoftheEmpirev2,"Brief History of the Empire, v2",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACBB,Book1CheapBriefHistoryoftheEmpirev3,"Brief History of the Empire, v3",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACBC,Book1CheapBriefHistoryoftheEmpirev4,"Brief History of the Empire, v4",BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0EDD35,Book1CheapCombatTips,Killing - Before You're Killed,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED604,Book1CheapHorkers,Horker Attacks,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0EF53E,Book1CheapKolbAndTheDragon,Kolb & the Dragon,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED030,Book1CheapNineHolds,The Holds of Skyrim,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED161,Book1CheapNordsArise,Nords Arise!,BookOrTome,RawContent:,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0EB090,Book1CheapOlafAndTheDragon,Olaf and the Dragon,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACC6,Book1CheapReportDisasterIonith,Report: Disaster at Ionith,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACB8,Book1CheapSheogorathMyths,Myths of Sheogorath,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:07EBC2,Book1CheapTheCityofStone,The City of Stone,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),4,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:07EBC9,Book1CheapTheCodeofMalacath,The Code of Malacath,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),2,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01B274,Book1CheapTheYellowBookofRiddles,Yellow Book of Riddles,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:09F267,Book1CheapUncommonTaste,Uncommon Taste,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED02E,Book1CheapWhiterun,A Gentleman's Guide to Whiterun,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),3,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0EA5B0,Book2CommonAlduinEntAkatosh,Alduin is Real,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),8,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0F1AB3,Book2CommonAMinorMaze,A Minor Maze,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),8,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01B22F,Book2CommonAntecedentsofDwemerLaw,Antecedants of Dwemer Law,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACC7,Book2CommonBeggarPrince,Beggar Prince,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACC8,Book2CommonBookofDaedra,The Book of Daedra,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:07EB9E,Book2CommonButcherofMarkarth,The Bear of Markarth,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),8,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0EF638,Book2CommonCabinInTheWoods,The Cabin in the Woods,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),8,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01B262,Book2CommonCakeandTheDiamond,The Cake and The Diamond,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED605,Book2CommonCatsOfSkyrim,Cats of Skyrim,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),7,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01B237,Book2CommonChancesFolly,Chance's Folly,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),6,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:01ACC9,Book2CommonDarkestDarkness,Darkest Darkness,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),5,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0ED02F,Book2CommonDreamOfSovngarde,A Dream of Sovngarde,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),8,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0E2FC5,Book2CommonDunmerOfSkyrim,Dunmer of Skyrim,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),7,spell-learned/book-read candidate,candidate-extracted
Skyrim.esm,Skyrim.esm:0E7F31,book2CommonDwarvenArchitectureVolI,Dwemer Inquiries Vol I,BookOrTome,RawContent:4294967295,VendorItemBook (Skyrim.esm:0937A2),6,spell-learned/book-read candidate,candidate-extracted
